method,top_k,num_cases,dynamic_unstable_count,dynamic_precision_at_k,mean_frequency_nadir_hz,min_frequency_nadir_hz,mean_rotor_angle_separation_coi_deg,max_rotor_angle_separation_coi_deg,mean_dynamic_stress_score,median_dynamic_stress_score,cases_with_security_redispatch_or_load_shed,cases_with_passive_relay_trip,total_dynamic_load_shed_mw,opa_critical_and_dynamic_unstable_count,opa_noncritical_but_dynamic_unstable_count,calibration_warning,dynamic_discrimination_signal
learned_mlp,50,50,0,0.0,49.408063641728596,49.2297785881481,179.86568819312848,179.999925408278,0.09359237133848154,0.022318332885550518,0,0,0.0,0,0,True,False
learned_mlp,100,100,0,0.0,49.4146166617267,49.2297785881481,179.86543276105448,179.999925408278,0.08805024768552486,0.01908598129885064,0,0,0.0,0,0,True,False
pio_gcn,50,50,0,0.0,49.42068609574215,49.2297785881481,179.84704632214837,179.993602407756,0.08234294883589996,0.022318332885550518,0,0,0.0,0,0,True,False
pio_gcn,100,100,0,0.0,49.40173759229294,49.2297785881481,179.8483112232429,179.998109595149,0.10133593130571505,0.02462064566549671,0,0,0.0,0,0,True,False
lodf,50,50,0,0.0,49.41243178644351,49.2297785881481,179.82624359633346,179.999925408278,0.09115865408426359,0.022318332885550518,0,0,0.0,0,0,True,False
lodf,100,100,0,0.0,49.40196357044638,49.2297785881481,179.84626884078506,179.999925408278,0.10067606059681182,0.02462064566549671,0,0,0.0,0,0,True,False
