method,top_k,num_simulated_paths,num_critical_found,critical_path_recall,smoke_recall,used_measured_state,initial_offline_lines,simulation_initial_source,runtime_seconds,notes
pio_gcn_topk,20,20,0,,0.0,False,,seed_initial_dcopf_case,3.5242245197296143,smoke truth only
pio_gcn_topk,50,50,2,,0.5,False,,seed_initial_dcopf_case,3.5245847702026367,smoke truth only
pio_gcn_topk,100,100,4,,1.0,False,,seed_initial_dcopf_case,3.5249311923980713,smoke truth only
