method,acquisition_mode,first_prefix_score_mode,second_score_physics_blend,second_score_physics_gate_size,search_policy,adaptive_probes_per_second_line,adaptive_promotion_min_positives,adaptive_target,fallback_score_fusion,target,target_fraction,num_seeds,target_total_mean,target_total_std,candidate_evaluations_mean,candidate_evaluations_std,n2_physical_verifications_mean,n2_physical_verifications_std,n1_state_constructions_mean,n1_state_constructions_std,total_physical_evaluations_mean,total_physical_evaluations_std,eager_n1_state_constructions_mean,eager_n1_state_constructions_std
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,critical,0.9,5,1754.0,0.0,1897.0,21.307275752662516,1897.0,21.307275752662516,176.0,0.0,2073.0,21.307275752662516,176.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,critical,0.95,5,1754.0,0.0,3608.8,353.49780763110823,3608.8,353.49780763110823,176.0,0.0,3784.8,353.49780763110823,176.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,critical,0.99,5,1754.0,0.0,19039.6,2824.5418743576806,19039.6,2824.5418743576806,176.0,0.0,19215.6,2824.5418743576806,176.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,relay_cascade,0.9,5,1643.0,0.0,1827.0,0.0,1827.0,0.0,176.0,0.0,2003.0,0.0,176.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,relay_cascade,0.95,5,1643.0,0.0,2909.2,293.4027948060482,2909.2,293.4027948060482,176.0,0.0,3085.2,293.4027948060482,176.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,relay_cascade,0.99,5,1643.0,0.0,18823.0,2698.755083367144,18823.0,2698.755083367144,176.0,0.0,18999.0,2698.755083367144,176.0,0.0
