load_scale,flow_limit_scale,min_rate_a,positive_label_ratio,num_candidate_labels,s0_positive_ratio,s1_positive_ratio,num_first_step_critical_lines_estimate,mean_candidate_labels_per_state,relay_cascade_positive_ratio,error_count,recommended_setting
1.0,8.0,1.0,0.04864864864864865,370,0.053763440860215055,0.043478260869565216,10,185.0,,0,candidate
1.0,10.0,1.0,0.04878048780487805,369,0.04838709677419355,0.04918032786885246,9,184.5,,0,candidate
1.0,12.0,1.0,0.043243243243243246,370,0.043010752688172046,0.043478260869565216,8,185.0,,0,candidate
1.05,8.0,1.0,0.05121293800539083,371,0.04838709677419355,0.05405405405405406,9,185.5,,0,candidate
1.05,10.0,1.0,0.043243243243243246,370,0.043010752688172046,0.043478260869565216,8,185.0,,0,candidate
1.05,12.0,1.0,0.03814713896457766,367,0.03763440860215054,0.03867403314917127,7,183.5,,0,candidate
1.1,8.0,1.0,0.04582210242587601,371,0.04838709677419355,0.043243243243243246,9,185.5,,0,candidate
1.1,10.0,1.0,0.03814713896457766,367,0.03763440860215054,0.03867403314917127,7,183.5,,0,candidate
1.1,12.0,1.0,0.03814713896457766,367,0.03763440860215054,0.03867403314917127,7,183.5,,0,candidate
