policy,negative_return,survival_probability
paper_proposed_policy,0.1,0.9299999999999999
paper_proposed_policy,0.1,0.92
paper_proposed_policy,0.1,0.91
paper_proposed_policy,0.1,0.9
paper_proposed_policy,0.1,0.89
paper_proposed_policy,0.1,0.88
paper_proposed_policy,0.1,0.87
paper_proposed_policy,0.1,0.86
paper_proposed_policy,0.1,0.85
paper_proposed_policy,0.1,0.84
paper_proposed_policy,0.1,0.83
paper_proposed_policy,0.1,0.8200000000000001
paper_proposed_policy,100.1,0.81
paper_proposed_policy,100.1,0.8
paper_proposed_policy,100.1,0.79
paper_proposed_policy,100.1,0.78
paper_proposed_policy,100.1,0.77
paper_proposed_policy,100.1,0.76
paper_proposed_policy,100.1,0.75
paper_proposed_policy,100.1,0.74
paper_proposed_policy,100.1,0.73
paper_proposed_policy,100.1,0.72
paper_proposed_policy,100.1,0.71
paper_proposed_policy,100.1,0.7
paper_proposed_policy,100.1,0.69
paper_proposed_policy,100.15212355212356,0.6799999999999999
paper_proposed_policy,100.15212355212356,0.6699999999999999
paper_proposed_policy,100.15212355212356,0.6599999999999999
paper_proposed_policy,100.15752895752895,0.65
paper_proposed_policy,100.15752895752895,0.64
paper_proposed_policy,100.15752895752895,0.63
paper_proposed_policy,100.15752895752895,0.62
paper_proposed_policy,100.17567567567568,0.61
paper_proposed_policy,100.17567567567568,0.6
paper_proposed_policy,100.17567567567568,0.5900000000000001
paper_proposed_policy,101.11964855465183,0.5800000000000001
paper_proposed_policy,102.08013266932447,0.5700000000000001
paper_proposed_policy,102.08013266932447,0.56
paper_proposed_policy,102.08013266932447,0.55
paper_proposed_policy,102.08013266932447,0.54
paper_proposed_policy,102.08013266932447,0.53
paper_proposed_policy,102.08013266932447,0.52
paper_proposed_policy,102.18978517897699,0.51
paper_proposed_policy,102.18978517897699,0.5
paper_proposed_policy,102.19501662508318,0.49
paper_proposed_policy,102.25156124075305,0.48
paper_proposed_policy,102.25156124075305,0.47
paper_proposed_policy,103.05544664514919,0.45999999999999996
paper_proposed_policy,103.05544664514919,0.44999999999999996
paper_proposed_policy,103.05544664514919,0.43999999999999995
paper_proposed_policy,103.05544664514919,0.43000000000000005
paper_proposed_policy,103.05544664514919,0.42000000000000004
paper_proposed_policy,103.05544664514919,0.41000000000000003
paper_proposed_policy,103.05544664514919,0.4
paper_proposed_policy,103.05544664514919,0.39
paper_proposed_policy,103.05544664514919,0.38
paper_proposed_policy,103.05544664514919,0.37
paper_proposed_policy,103.05544664514919,0.36
paper_proposed_policy,103.05544664514919,0.35
paper_proposed_policy,103.06729004708183,0.33999999999999997
paper_proposed_policy,103.1591673355411,0.32999999999999996
paper_proposed_policy,103.1650991548017,0.31999999999999995
paper_proposed_policy,103.22687521657775,0.31000000000000005
paper_proposed_policy,103.23225622144803,0.30000000000000004
paper_proposed_policy,104.02105608476768,0.29000000000000004
paper_proposed_policy,104.02105608476768,0.28
paper_proposed_policy,104.0345695982812,0.27
paper_proposed_policy,104.0345695982812,0.26
paper_proposed_policy,104.20757019727274,0.25
paper_proposed_policy,104.3682262624404,0.24
paper_proposed_policy,105.00640117927223,0.22999999999999998
paper_proposed_policy,105.01010877534489,0.21999999999999997
paper_proposed_policy,105.01180658467763,0.20999999999999996
paper_proposed_policy,105.29693215790368,0.19999999999999996
paper_proposed_policy,105.35664087640998,0.18999999999999995
paper_proposed_policy,105.97046353340944,0.18000000000000005
paper_proposed_policy,105.97180918983767,0.17000000000000004
paper_proposed_policy,106.12972424775273,0.16000000000000003
paper_proposed_policy,106.14323776126625,0.15000000000000002
paper_proposed_policy,106.14323776126625,0.14
paper_proposed_policy,106.20079968407944,0.13
paper_proposed_policy,107.06679561558278,0.12
paper_proposed_policy,107.08030912909629,0.10999999999999999
paper_proposed_policy,107.08030912909629,0.09999999999999998
paper_proposed_policy,107.08030912909629,0.08999999999999997
paper_proposed_policy,107.08030912909629,0.07999999999999996
paper_proposed_policy,107.24547989531557,0.06999999999999995
paper_proposed_policy,108.06682581492086,0.06000000000000005
paper_proposed_policy,108.06682581492086,0.050000000000000044
paper_proposed_policy,108.1803562424191,0.040000000000000036
paper_proposed_policy,108.9265725925683,0.030000000000000027
paper_proposed_policy,109.03324081209453,0.020000000000000018
paper_proposed_policy,109.08296316101826,0.010000000000000009
