epoch,ce_loss,mask_invalid_loss,relay_priority_loss,loading_monotonic_loss,ranking_loss,total_loss,validation_total_accuracy,validation_hit_rate,validation_cover_rate,validation_f1,validation_true_positive,validation_true_negative,validation_false_positive,validation_false_negative,validation_precision,validation_recall,validation_pr_auc,validation_mean_predicted_positive_probability,validation_positive_prediction_rate_at_0.5,validation_positive_prediction_rate_at_0.8,validation_ranking_ap,validation_mean_positive_score,validation_mean_negative_score,validation_positive_negative_score_gap,mean_physics_loss
1,2.0896979570388794,0.0,0.0,0.0,0.0,2.0896979570388794,0.07913669064748201,0.07913669064748201,1.0,0.14666666666666667,44,0,512,0,0.07913669064748201,1.0,0.24869003480201554,0.5445678234100342,1.0,0.0,0.24869003480201554,0.5531769394874573,0.5438279509544373,0.00934898853302002,0.0
2,1.9633911848068237,0.0,0.0,0.0,0.0,1.9633911848068237,0.07913669064748201,0.07913669064748201,1.0,0.14666666666666667,44,0,512,0,0.07913669064748201,1.0,0.2912841302630463,0.5749598145484924,1.0,0.0,0.2912841302630463,0.5950283408164978,0.5732351541519165,0.0217931866645813,0.0
3,1.8775981068611145,0.0,0.0,0.0,0.0,1.8775981068611145,0.07913669064748201,0.07913669064748201,1.0,0.14666666666666667,44,0,512,0,0.07913669064748201,1.0,0.29454880865790406,0.612302839756012,1.0,0.0,0.29454880865790406,0.646110475063324,0.6093974113464355,0.03671306371688843,0.0
4,1.7832553088665009,0.0,0.0,0.0,0.0,1.7832553088665009,0.07913669064748201,0.07913669064748201,1.0,0.14666666666666667,44,0,512,0,0.07913669064748201,1.0,0.29992038181054215,0.6597363352775574,1.0,0.02877697841726619,0.29992038181054215,0.707406222820282,0.6556396484375,0.05176657438278198,0.0
5,1.730393797159195,0.0,0.0,0.0,0.0,1.730393797159195,0.07913669064748201,0.07913669064748201,1.0,0.14666666666666667,44,0,512,0,0.07913669064748201,1.0,0.30293780605232296,0.6939589977264404,1.0,0.11510791366906475,0.30293780605232296,0.7515506744384766,0.6890097260475159,0.0625409483909607,0.0
