split,total_accuracy,hit_rate,cover_rate,f1,true_positive,true_negative,false_positive,false_negative,precision,recall,pr_auc,mean_predicted_positive_probability,positive_prediction_rate_at_0.5,positive_prediction_rate_at_0.8,ranking_ap,mean_positive_score,mean_negative_score,positive_negative_score_gap,mean_physics_loss
validation,0.07913669064748201,0.07913669064748201,1.0,0.14666666666666667,44,0,512,0,0.07913669064748201,1.0,0.30293780605232296,0.6939589977264404,1.0,0.11510791366906475,0.30293780605232296,0.7515506744384766,0.6890097260475159,0.0625409483909607,0.0
