epoch,ce_loss,mask_invalid_loss,relay_priority_loss,loading_monotonic_loss,ranking_loss,total_loss,validation_total_accuracy,validation_hit_rate,validation_cover_rate,validation_f1,validation_true_positive,validation_true_negative,validation_false_positive,validation_false_negative,validation_precision,validation_recall,validation_pr_auc,validation_mean_predicted_positive_probability,validation_positive_prediction_rate_at_0.5,validation_positive_prediction_rate_at_0.8,validation_ranking_ap,validation_mean_positive_score,validation_mean_negative_score,validation_positive_negative_score_gap,mean_physics_loss
1,1.9279594123363495,0.0,0.0,0.0,0.0,1.9279594123363495,0.08298755186721991,0.08298755186721991,1.0,0.15325670498084293,40,0,442,0,0.08298755186721991,1.0,0.21200024374912343,0.5435463190078735,1.0,0.0,0.21200024374912343,0.5498314499855042,0.542977511882782,0.006853938102722168,0.0
2,1.8534955382347107,0.0,0.0,0.0,0.0,1.8534955382347107,0.08298755186721991,0.08298755186721991,1.0,0.15325670498084293,40,0,442,0,0.08298755186721991,1.0,0.2691389159948822,0.5686225295066833,1.0,0.0,0.2691389159948822,0.5850586891174316,0.5671350955963135,0.017923593521118164,0.0
3,1.7882261276245117,0.0,0.0,0.0,0.0,1.7882261276245117,0.08298755186721991,0.08298755186721991,1.0,0.15325670498084293,40,0,442,0,0.08298755186721991,1.0,0.2848853066827292,0.6043911576271057,1.0,0.0,0.2848853066827292,0.6344763040542603,0.6016685366630554,0.032807767391204834,0.0
4,1.7327733933925629,0.0,0.0,0.0,0.0,1.7327733933925629,0.08298755186721991,0.08298755186721991,1.0,0.15325670498084293,40,0,442,0,0.08298755186721991,1.0,0.29487043398780094,0.64296555519104,1.0,0.02074688796680498,0.29487043398780094,0.6860513687133789,0.6390663981437683,0.046984970569610596,0.0
5,1.6859107613563538,0.0,0.0,0.0,0.0,1.6859107613563538,0.08298755186721991,0.08298755186721991,1.0,0.15325670498084293,40,0,442,0,0.08298755186721991,1.0,0.30064909720047506,0.6762199997901917,1.0,0.058091286307053944,0.30064909720047506,0.7291904091835022,0.6714263558387756,0.05776405334472656,0.0
