target_name,target_mode,top_quantile,positive_weight,overall_accuracy,hit_rate,cover_rate,precision,recall,f1,average_precision,roc_auc,mean_positive_score,mean_negative_score,positive_negative_score_gap,positive_prediction_rate_at_0.5,positive_prediction_rate_at_0.8,true_positive,true_negative,false_positive,false_negative,num_labels,num_positive_labels,split
relay_count_top20,relay_count_topq,0.2,20.0,0.20669934640522875,0.20669934640522875,1.0,0.20669934640522875,1.0,0.3425863236289777,0.20408950452763563,0.4873912636416554,0.8121435698784387,0.81210162489839,4.194498004872482e-05,1.0,0.613562091503268,253,0,971,0,1224,253,train
relay_count_top20,relay_count_topq,0.2,20.0,0.21311475409836064,0.21311475409836064,1.0,0.21311475409836064,1.0,0.3513513513513513,0.31300200553594226,0.6009615384615384,0.818014763868772,0.8061036504805088,0.011911113388263228,1.0,0.47540983606557374,13,0,48,0,61,13,validation
relay_count_top20,relay_count_topq,0.2,20.0,0.20454545454545456,0.20454545454545456,1.0,0.20454545454545456,1.0,0.339622641509434,0.3575615364073734,0.6031746031746031,0.8294150912099414,0.8105357199907303,0.018879371219211127,1.0,0.6363636363636364,36,0,140,0,176,36,test
relay_count_top20,relay_count_topq,0.2,3.837748344370861,0.6208076659822039,0.28125,0.5364238410596026,0.28125,0.5364238410596026,0.36902050113895213,0.3267470241936196,0.6029432772028868,0.4877934573304574,0.46694379477947306,0.02084966255098436,0.3942505133470226,0.0,162,745,414,140,1461,302,overall
relay_count_top20,relay_count_topq,0.2,3.837748344370861,0.6258169934640523,0.29124236252545826,0.5652173913043478,0.29124236252545826,0.5652173913043478,0.3844086021505377,0.35216587800817795,0.6266063672592128,0.49435250331526215,0.4673308807930666,0.027021622522195532,0.4011437908496732,0.0,143,623,348,110,1224,253,train
relay_count_top20,relay_count_topq,0.2,3.837748344370861,0.5901639344262295,0.25,0.46153846153846156,0.25,0.46153846153846156,0.32432432432432434,0.42833344483469815,0.5144230769230769,0.47687729276143587,0.4675227838257949,0.009354508935640993,0.39344262295081966,0.0,6,30,18,7,61,13,validation
relay_count_top20,relay_count_topq,0.2,3.837748344370861,0.5965909090909091,0.21311475409836064,0.3611111111111111,0.21311475409836064,0.3611111111111111,0.26804123711340205,0.19476432574603816,0.475,0.44563988803161514,0.4640605662550245,-0.01842067822340937,0.3465909090909091,0.0,13,92,48,23,176,36,test
relay_count_top20,relay_count_topq,0.2,50.0,0.20670773442847365,0.20670773442847365,1.0,0.20670773442847365,1.0,0.342597844583097,0.19872894119064108,0.48313515304927174,0.8287064198231855,0.8325582180072564,-0.003851798184070887,1.0,0.7132101300479123,302,0,1159,0,1461,302,overall
relay_count_top20,relay_count_topq,0.2,50.0,0.20669934640522875,0.20669934640522875,1.0,0.20669934640522875,1.0,0.3425863236289777,0.19075102040631028,0.47296906738092426,0.8267432236859921,0.8324899164581888,-0.005746692772196749,1.0,0.7083333333333334,253,0,971,0,1224,253,train
relay_count_top20,relay_count_topq,0.2,50.0,0.21311475409836064,0.21311475409836064,1.0,0.21311475409836064,1.0,0.3513513513513513,0.3017614738052696,0.6121794871794872,0.842614471912384,0.8278457423051199,0.014768729607264164,1.0,0.6557377049180327,13,0,48,0,61,13,validation
relay_count_top20,relay_count_topq,0.2,50.0,0.20454545454545456,0.20454545454545456,1.0,0.20454545454545456,1.0,0.339622641509434,0.2550688903416225,0.5049603174603174,0.8374809738662508,0.8346476439918791,0.0028333298743716817,1.0,0.7670454545454546,36,0,140,0,176,36,test
relay_count_top20,relay_count_topq,0.2,100.0,0.20670773442847365,0.20670773442847365,1.0,0.20670773442847365,1.0,0.342597844583097,0.19371528137816865,0.4776440068796462,0.830104190782206,0.8350444175849401,-0.004940226802734093,1.0,0.6967830253251198,302,0,1159,0,1461,302,overall
relay_count_top20,relay_count_topq,0.2,100.0,0.20669934640522875,0.20669934640522875,1.0,0.20669934640522875,1.0,0.3425863236289777,0.18979878690148783,0.46992831643348815,0.8284784131370514,0.8348920649161177,-0.006413651779066276,1.0,0.6928104575163399,253,0,971,0,1224,253,train
relay_count_top20,relay_count_topq,0.2,100.0,0.21311475409836064,0.21311475409836064,1.0,0.21311475409836064,1.0,0.3513513513513513,0.29750186759605507,0.5993589743589743,0.8464586367973914,0.8300734808047613,0.01638515599263013,1.0,0.639344262295082,13,0,48,0,61,13,validation
relay_count_top20,relay_count_topq,0.2,100.0,0.20454545454545456,0.20454545454545456,1.0,0.20454545454545456,1.0,0.339622641509434,0.22754340719954497,0.4853174603174603,0.8356240226162804,0.8378054133483341,-0.0021813907320537007,1.0,0.7443181818181818,36,0,140,0,176,36,test
relay_count_top20,relay_count_topq,0.2,200.0,0.20670773442847365,0.20670773442847365,1.0,0.20670773442847365,1.0,0.342597844583097,0.19285435983903004,0.47607837311223994,0.8306705764192619,0.8358684539589212,-0.005197877539659279,1.0,0.6995208761122519,302,0,1159,0,1461,302,overall
relay_count_top20,relay_count_topq,0.2,200.0,0.20669934640522875,0.20669934640522875,1.0,0.20669934640522875,1.0,0.3425863236289777,0.18961047375521742,0.4692037465959465,0.8291460626681332,0.8356953691748709,-0.006549306506737684,1.0,0.6944444444444444,253,0,971,0,1224,253,train
relay_count_top20,relay_count_topq,0.2,200.0,0.21311475409836064,0.21311475409836064,1.0,0.21311475409836064,1.0,0.3513513513513513,0.29552084847917304,0.594551282051282,0.8476002262188838,0.830704336365064,0.016895889853819734,1.0,0.6721311475409836,13,0,48,0,61,13,validation
relay_count_top20,relay_count_topq,0.2,200.0,0.20454545454545456,0.20454545454545456,1.0,0.20454545454545456,1.0,0.339622641509434,0.22306283322738885,0.4777777777777778,0.8352710356314977,0.8388394751719066,-0.003568439540408863,1.0,0.7443181818181818,36,0,140,0,176,36,test
