method,queried_training_labels,num_acquisition_seeds,queried_training_label_fraction,queried_positive_labels_mean,queried_positive_labels_std,validation_average_precision_mean,validation_average_precision_std,test_average_precision_mean,test_average_precision_std,test_verification_budget_ratio_mean,test_verification_budget_ratio_std,test_verification_positive_recall_mean,test_verification_positive_recall_std
entropy,200,5,0.0096047639629256,2.6,1.7435595774162693,0.02940650058047014,0.014696762555825032,0.02216068053836796,0.012262530844385848,0.9466043165467626,0.06067196822568435,0.9708108108108109,0.020109270527284593
entropy,300,5,0.0144071459443884,12.8,12.302845199383759,0.05352553785401817,0.046259058875911654,0.03606477687766656,0.027727497045585928,0.9230359712230216,0.07669587629130457,0.96,0.040680838318328166
physics_kcenter,200,5,0.0096047639629256,5.2,0.39999999999999997,0.0933433233249539,0.058664096028712955,0.04210313962730552,0.020445924856866953,0.8048345323741006,0.041855405322520634,0.8962162162162162,0.04553392365114097
physics_kcenter,300,5,0.0144071459443884,5.2,0.39999999999999997,0.11076693151608849,0.04931888125718592,0.05396681443375786,0.013672253497938894,0.8122302158273381,0.02439860998381635,0.9135135135135135,0.04965917439072805
pmf_bal,200,5,0.0096047639629256,5.2,0.39999999999999997,0.0933433233249539,0.058664096028712955,0.04210313962730552,0.020445924856866953,0.8048345323741006,0.041855405322520634,0.8962162162162162,0.04553392365114097
pmf_bal,300,5,0.0144071459443884,11.2,4.019950248448357,0.12230420166130693,0.03965645657546544,0.058221467516744604,0.01263245929927601,0.8130503597122303,0.03558964811060973,0.9059459459459459,0.05008101544605611
random,200,5,0.0096047639629256,2.6,1.7435595774162693,0.02940650058047014,0.014696762555825032,0.02216068053836796,0.012262530844385848,0.9466043165467626,0.06067196822568435,0.9708108108108109,0.020109270527284593
random,300,5,0.0144071459443884,3.8,2.315167380558045,0.03209855574515236,0.015740909442964142,0.02509196690212278,0.015501316644085763,0.9174388489208631,0.047319902025309626,0.9416216216216217,0.056527206323897815
