seed,method,attempts_to_find_all,found_after_20,found_after_50,found_after_100,recall_at_20,recall_at_50,recall_at_100,total_critical_paths,runtime_seconds,notes
20260722,original_GCN_path_prob,1401,7,8,10,0.12727272727272726,0.14545454545454545,0.18181818181818182,55,2.6449263095855713,weak paper-feature model trained inside this small experiment; preliminary result
20260722,LODF_yP,1148,2,10,11,0.03636363636363636,0.18181818181818182,0.2,55,1.6620597839355469,physical-rule ranking baseline
20260722,random,1381,1,3,4,0.01818181818181818,0.05454545454545454,0.07272727272727272,55,0.0003387928009033203,fixed random seed per test seed
20260722,line_order,1400,0,1,3,0.0,0.01818181818181818,0.05454545454545454,55,8.249282836914062e-05,line-number order baseline
20260722,oracle,55,20,50,55,0.36363636363636365,0.9090909090909091,1.0,55,0.0005385875701904297,upper bound only; not a deployable search method
