epoch,ce_loss,mask_invalid_loss,relay_priority_loss,loading_monotonic_loss,total_loss,validation_total_accuracy,validation_hit_rate,validation_cover_rate,validation_f1,validation_true_positive,validation_true_negative,validation_false_positive,validation_false_negative
1,1.9999831914901733,0.0,0.0,0.0,1.9999831914901733,0.11764705882352941,0.10559006211180125,1.0,0.19101123595505617,85,11,720,0
2,1.798821469148,0.0,0.0,0.0,1.798821469148,0.10416666666666667,0.10416666666666667,1.0,0.18867924528301885,85,0,731,0
3,1.7039583921432495,0.0,0.0,0.0,1.7039583921432495,0.1053921568627451,0.10429447852760736,1.0,0.18888888888888886,85,1,730,0
4,1.688333014647166,0.0,0.0,0.0,1.688333014647166,0.1213235294117647,0.1059850374064838,1.0,0.19165727170236757,85,14,717,0
5,1.616973618666331,0.0,0.0,0.0,1.616973618666331,0.12254901960784313,0.10611735330836454,1.0,0.19187358916478553,85,15,716,0
