method,num_acquisition_seeds,training_oracle_labels_mean,training_oracle_labels_std,training_oracle_fraction_mean,training_oracle_fraction_std,validation_s1_average_precision_mean,validation_s1_average_precision_std,search_num_valid_paths_mean,search_num_valid_paths_std,search_num_critical_paths_mean,search_num_critical_paths_std,search_path_prob_K90_mean,search_path_prob_K90_std,search_path_prob_K95_mean,search_path_prob_K95_std,search_path_prob_K99_mean,search_path_prob_K99_std,search_path_prob_K100_mean,search_path_prob_K100_std,search_residual_path_prob_K90_mean,search_residual_path_prob_K90_std,search_residual_path_prob_K95_mean,search_residual_path_prob_K95_std,search_residual_path_prob_K99_mean,search_residual_path_prob_K99_std,search_residual_path_prob_K100_mean,search_residual_path_prob_K100_std,search_second_only_K90_mean,search_second_only_K90_std,search_second_only_K95_mean,search_second_only_K95_std,search_second_only_K99_mean,search_second_only_K99_std,search_second_only_K100_mean,search_second_only_K100_std,search_residual_second_only_K90_mean,search_residual_second_only_K90_std,search_residual_second_only_K95_mean,search_residual_second_only_K95_std,search_residual_second_only_K99_mean,search_residual_second_only_K99_std,search_residual_second_only_K100_mean,search_residual_second_only_K100_std
active_standalone,5,61973.0,0.0,0.05000032272326802,0.0,0.4740233044194818,0.021523820465138316,32560.0,0.0,1754.0,0.0,1891.2,26.74621468544661,3569.4,501.46409642166805,21806.2,3910.1980717094116,31636.0,476.32551894686475,19556.0,3763.4483655286144,24314.0,2417.4595756702943,28999.6,511.17026517590006,29876.0,476.32551894686475,1878.4,35.3474185761846,3275.2,551.403445763626,22223.8,4084.2425687023047,31788.2,483.65665507671866,19450.6,4147.849978000651,24575.4,2258.1945531773827,29197.6,563.4144478090707,30028.2,483.65665507671866
dual_anchor_active_second,5,118034.6,42.7672772105029,0.09523127963003004,3.450498866475282e-05,0.4740233044194818,0.021523820465138316,32560.0,0.0,1754.0,0.0,1904.0,28.474550040343043,3388.0,543.2752525193836,22101.0,4365.294537599954,31658.4,498.51964855961296,19720.4,4158.261781081129,24168.6,2388.2430864549783,28940.8,688.4098779070504,29898.4,498.51964855961296,1878.4,35.3474185761846,3275.2,551.403445763626,22223.8,4084.2425687023047,31788.2,483.65665507671866,19450.6,4147.849978000651,24575.4,2258.1945531773827,29197.6,563.4144478090707,30028.2,483.65665507671866
dual_anchor_geometric_second,5,118034.6,42.7672772105029,0.09523127963003004,3.450498866475282e-05,0.4798366027457718,0.016947709737535708,32560.0,0.0,1754.0,0.0,1903.2,25.51391777050322,3080.8,138.69881037701802,16788.0,2393.585511319786,28995.6,2009.0109606470544,13899.2,2370.5098523313504,17630.6,2637.4580641215894,25767.4,2139.931363385284,27235.6,2009.0109606470544,1882.8,36.36701802457826,2931.4,281.7350528422049,16753.8,2354.657631164242,29334.6,1942.5688765137775,14009.2,2065.166279019682,17528.0,2562.4786438134465,26017.8,2093.921813249005,27574.6,1942.5688765137775
dual_anchor_mean_second,5,118034.6,42.7672772105029,0.09523127963003004,3.450498866475282e-05,0.48393914302237045,0.018210761605526687,32560.0,0.0,1754.0,0.0,1901.0,20.80384579831335,3122.4,97.269933689707,11544.8,1207.5378917450169,26985.4,1706.6187154722052,8578.4,864.8566586435003,14623.0,1478.0767233131032,23579.2,2423.5056756690296,25225.4,1706.6187154722052,1882.0,36.47464873031679,2750.6,104.86105091977669,11804.0,954.1297605671882,27291.0,1535.1102891974897,8664.0,583.8595721575523,14470.2,1595.5652791409068,23282.2,3973.726180803101,25531.0,1535.1102891974897
random_anchor_standalone,5,61973.0,0.0,0.05000032272326802,0.0,0.2541573981961414,0.07434283226357595,32560.0,0.0,1754.0,0.0,1985.0,95.14410123596733,3315.6,238.16851177265224,11351.8,1099.0254592137526,26107.6,1603.0179786889478,8287.0,1091.6162329317021,14417.8,2075.752335901371,22443.0,2144.2198581302246,24347.6,1603.0179786889478,1901.0,40.10984916451319,3057.6,253.9555866682204,11451.4,929.3831502668854,26419.4,1521.731066910313,8531.8,712.4421099289401,14289.4,2307.0801113095313,22634.2,2774.6169753679515,24659.4,1521.731066910313
