method,queried_training_labels,num_acquisition_seeds,queried_training_label_fraction,queried_positive_labels_mean,queried_positive_labels_std,validation_average_precision_mean,validation_average_precision_std,test_average_precision_mean,test_average_precision_std,test_verification_budget_ratio_mean,test_verification_budget_ratio_std,test_verification_positive_recall_mean,test_verification_positive_recall_std
entropy,200,1,0.0096047639629256,2.0,0.0,0.0137519107571722,0.0,0.0091857628768824,0.0,0.9933093525179856,0.0,0.9837837837837838,0.0
entropy,300,1,0.0144071459443884,3.0,0.0,0.0149851043033461,0.0,0.0106357041049563,0.0,0.9920143884892086,0.0,0.9891891891891892,0.0
physics_kcenter,200,1,0.0096047639629256,5.0,0.0,0.1969322050162576,0.0,0.0799483217774327,0.0,0.8017985611510792,0.0,0.8162162162162162,0.0
physics_kcenter,300,1,0.0144071459443884,5.0,0.0,0.1969322050162576,0.0,0.0799483217774327,0.0,0.8017985611510792,0.0,0.8162162162162162,0.0
pmf_bal,200,1,0.0096047639629256,5.0,0.0,0.1969322050162576,0.0,0.0799483217774327,0.0,0.8017985611510792,0.0,0.8162162162162162,0.0
pmf_bal,300,1,0.0144071459443884,9.0,0.0,0.1969322050162576,0.0,0.0799483217774327,0.0,0.8017985611510792,0.0,0.8162162162162162,0.0
random,200,1,0.0096047639629256,2.0,0.0,0.0137519107571722,0.0,0.0091857628768824,0.0,0.9933093525179856,0.0,0.9837837837837838,0.0
random,300,1,0.0144071459443884,3.0,0.0,0.0184863871066903,0.0,0.0117308679490324,0.0,0.8516546762589928,0.0,0.8324324324324325,0.0
