step,episode_return,negative_return
157,-110.03314541628954,110.03314541628954
158,-105.92354664157511,105.92354664157511
159,-105.95829567632416,105.95829567632416
161,-104.1789987687013,104.1789987687013
162,-106.97451762330479,106.97451762330479
163,-103.1886512783538,103.1886512783538
164,-103.05544664514917,103.05544664514917
165,-100.1,100.1
166,0.0,-0.0
167,-100.1,100.1
168,-102.08013266932447,102.08013266932447
169,-107.00770501220791,107.00770501220791
170,-100.1,100.1
171,-100.1,100.1
172,-100.13474903474903,100.13474903474903
173,-102.08013266932447,102.08013266932447
174,-103.05544664514917,103.05544664514917
175,-100.1,100.1
176,-0.1,0.1
177,-102.19403228322409,102.19403228322409
178,-103.05544664514917,103.05544664514917
180,-105.15046327023236,105.15046327023236
181,-104.16777423148582,104.16777423148582
182,-106.14323776126623,106.14323776126623
183,-107.00926665805382,107.00926665805382
184,-104.97705754992859,104.97705754992859
185,-105.03549330878928,105.03549330878928
186,-104.05039971411131,104.05039971411131
187,-0.1,0.1
188,-109.99637727880308,109.99637727880308
190,-104.30835392761229,104.30835392761229
191,-105.01607192994317,105.01607192994317
192,-103.05544664514917,103.05544664514917
193,-103.1886512783538,103.1886512783538
194,-103.2751377648403,103.2751377648403
195,-100.1,100.1
196,-104.18321824692984,104.18321824692984
197,-105.0867100595811,105.0867100595811
198,-100.1,100.1
199,-104.02105608476768,104.02105608476768
201,-110.87371276977504,110.87371276977504
202,-104.06931863303022,104.06931863303022
203,-100.1,100.1
204,-100.1,100.1
205,-100.1,100.1
206,-100.11399999999999,100.11399999999999
208,-104.28480180406017,104.28480180406017
209,-103.92105608476768,103.92105608476768
211,-105.9295862233644,105.9295862233644
212,-102.18978517897698,102.18978517897698
213,-100.1,100.1
214,-100.1,100.1
215,-100.1,100.1
216,-100.1,100.1
217,-103.05544664514917,103.05544664514917
218,-108.88487375086945,108.88487375086945
220,-103.18013266932446,103.18013266932446
221,-100.1,100.1
222,-102.08013266932447,102.08013266932447
223,-102.08013266932447,102.08013266932447
224,-103.05544664514917,103.05544664514917
225,-100.1,100.1
226,-0.1,0.1
227,-106.1081026261311,106.1081026261311
228,-103.05544664514917,103.05544664514917
230,-105.15046327023236,105.15046327023236
231,-104.31642288013447,104.31642288013447
233,-103.18013266932446,103.18013266932446
234,-104.02105608476768,104.02105608476768
235,-105.00395535995433,105.00395535995433
236,-100.1,100.1
237,-0.1,0.1
238,-104.04342717709288,104.04342717709288
239,-104.02105608476768,104.02105608476768
240,-103.06896015866269,103.06896015866269
241,-100.1,100.1
242,-106.03744625547473,106.03744625547473
243,-101.24366527373184,101.24366527373184
244,-100.1,100.1
245,-105.00099153253758,105.00099153253758
246,-103.2751377648403,103.2751377648403
247,-0.1,0.1
248,-0.1,0.1
249,-103.92105608476768,103.92105608476768
250,-108.79785341910066,108.79785341910066
252,-106.11607270985087,106.11607270985087
253,-103.16509915480168,103.16509915480168
254,-103.05544664514917,103.05544664514917
255,-100.0,100.0
256,-104.02105608476768,104.02105608476768
258,-110.23611747409643,110.23611747409643
259,-109.80776398790984,109.80776398790984
260,-106.12972424775272,106.12972424775272
261,-103.05544664514917,103.05544664514917
262,-100.1,100.1
263,-0.1,0.1
264,-0.1,0.1
265,-103.05544664514917,103.05544664514917
266,-108.78448765048334,108.78448765048334
267,-101.22822125828782,101.22822125828782
269,-108.11663276472781,108.11663276472781
271,-104.28480180406017,104.28480180406017
272,-107.02278017156733,107.02278017156733
273,-100.1,100.1
274,-103.05544664514917,103.05544664514917
275,-103.05544664514917,103.05544664514917
276,-104.1442221079337,104.1442221079337
277,-100.1,100.1
278,-104.1349556986673,104.1349556986673
279,0.0,-0.0
280,-103.05544664514917,103.05544664514917
282,-111.2474195254072,111.2474195254072
283,0.0,-0.0
284,-0.1,0.1
285,-100.1,100.1
286,0.0,-0.0
288,-108.05719021925306,108.05719021925306
289,-100.1,100.1
290,-0.1,0.1
292,-108.2166327647278,108.2166327647278
293,-106.03744625547473,106.03744625547473
294,-0.1,0.1
296,-106.11607270985087,106.11607270985087
298,-103.18013266932446,103.18013266932446
299,-100.0,100.0
300,-106.14323776126623,106.14323776126623
301,-107.90226497523604,107.90226497523604
302,-101.09501662508319,101.09501662508319
304,-105.05046327023237,105.05046327023237
305,-106.12972424775272,106.12972424775272
306,-101.98013266932448,101.98013266932448
307,-106.0145185877986,106.0145185877986
308,-100.0,100.0
309,-104.02105608476768,104.02105608476768
310,-100.1,100.1
311,-101.22822125828782,101.22822125828782
312,-100.1,100.1
313,-104.0345695982812,104.0345695982812
314,-100.1,100.1
315,-100.1,100.1
316,-104.02105608476768,104.02105608476768
317,-109.98579685054571,109.98579685054571
318,-0.1,0.1
319,-107.93701400998506,107.93701400998506
320,-103.05544664514917,103.05544664514917
321,0.0,-0.0
322,-105.95374779656132,105.95374779656132
323,-106.05675127477974,106.05675127477974
324,-100.14826254826254,100.14826254826254
325,-104.02105608476768,104.02105608476768
326,-100.1,100.1
327,-100.1,100.1
328,-103.92105608476768,103.92105608476768
329,-101.26644519651177,101.26644519651177
330,-102.2133373025291,102.2133373025291
331,-104.02105608476768,104.02105608476768
332,-0.1,0.1
333,-100.1,100.1
334,-100.1,100.1
335,-104.02105608476768,104.02105608476768
336,-100.1,100.1
337,-100.1,100.1
338,-102.08013266932447,102.08013266932447
339,-106.86061800940517,106.86061800940517
340,-100.1,100.1
341,-100.1,100.1
342,-102.08013266932447,102.08013266932447
343,-100.1,100.1
344,-0.1,0.1
345,-100.1,100.1
346,-104.02105608476768,104.02105608476768
348,-103.28978517897697,103.28978517897697
349,-104.1349556986673,104.1349556986673
350,-104.2407472044588,104.2407472044588
351,-103.06896015866269,103.06896015866269
353,-102.24327917334573,102.24327917334573
354,-107.08030912909629,107.08030912909629
355,-103.05544664514917,103.05544664514917
356,-106.97451762330479,106.97451762330479
357,-104.29287075658235,104.29287075658235
358,-107.959793932765,107.959793932765
359,-102.08013266932447,102.08013266932447
360,-100.1,100.1
361,-102.08013266932447,102.08013266932447
362,-100.10253689231956,100.10253689231956
363,-104.07382951170338,104.07382951170338
364,-100.1,100.1
365,-107.92951547994998,107.92951547994998
366,-104.97705754992859,104.97705754992859
367,-100.1,100.1
368,-100.1,100.1
369,-105.01180658467763,105.01180658467763
370,-103.05544664514917,103.05544664514917
371,-100.1,100.1
372,-100.1,100.1
374,-107.18172668466428,107.18172668466428
375,-102.95544664514918,102.95544664514918
376,-100.1,100.1
377,-108.00805648102754,108.00805648102754
378,-0.1,0.1
379,-103.05544664514917,103.05544664514917
380,-107.14624397119802,107.14624397119802
381,-104.02105608476768,104.02105608476768
382,-103.05544664514917,103.05544664514917
384,-109.91851712155474,109.91851712155474
385,-105.01825291295624,105.01825291295624
386,-101.22822125828782,101.22822125828782
387,-100.1,100.1
389,-105.15046327023236,105.15046327023236
390,-104.97705754992859,104.97705754992859
391,-100.11351351351351,100.11351351351351
392,0.0,-0.0
393,-100.13474903474903,100.13474903474903
394,-100.1,100.1
395,-104.02105608476768,104.02105608476768
396,-100.1,100.1
397,-107.07451762330479,107.07451762330479
398,-100.0,100.0
399,-102.08013266932447,102.08013266932447
400,-103.1886512783538,103.1886512783538
401,-100.11399999999999,100.11399999999999
402,-108.2551327143487,108.2551327143487
403,0.0,-0.0
404,-100.1,100.1
405,0.0,-0.0
406,-101.22822125828782,101.22822125828782
407,-101.09501662508319,101.09501662508319
408,-106.03744625547473,106.03744625547473
409,-104.02105608476768,104.02105608476768
410,-100.1,100.1
411,-0.1,0.1
412,-108.09587827546078,108.09587827546078
413,-100.1,100.1
414,-102.08013266932447,102.08013266932447
415,-100.1,100.1
416,-104.02105608476768,104.02105608476768
417,-100.17567567567566,100.17567567567566
418,-100.1,100.1
419,-103.05544664514917,103.05544664514917
420,-0.1,0.1
421,-103.06896015866269,103.06896015866269
422,-104.0345695982812,104.0345695982812
423,-108.00805648102754,108.00805648102754
424,-100.1,100.1
425,-106.14323776126623,106.14323776126623
426,-106.99858726195282,106.99858726195282
427,-103.2751377648403,103.2751377648403
428,-104.02105608476768,104.02105608476768
429,-100.1,100.1
430,-100.9950166250832,100.9950166250832
431,-106.18968722924417,106.18968722924417
432,-100.1,100.1
433,-103.05544664514917,103.05544664514917
434,-104.0328175621976,104.0328175621976
435,-100.1,100.1
436,-103.05544664514917,103.05544664514917
437,-0.1,0.1
438,-103.92105608476768,103.92105608476768
439,-0.1,0.1
440,-100.1,100.1
442,-105.28366790343699,105.28366790343699
443,-100.1,100.1
444,-100.1,100.1
445,-103.05544664514917,103.05544664514917
446,-101.22822125828782,101.22822125828782
447,-103.05544664514917,103.05544664514917
448,-103.05544664514917,103.05544664514917
449,-100.0,100.0
450,-102.08013266932447,102.08013266932447
451,-103.05544664514917,103.05544664514917
452,-108.75514402113971,108.75514402113971
453,-104.02105608476768,104.02105608476768
454,-100.1,100.1
455,-104.02154800241857,104.02154800241857
456,-101.17069230075886,101.17069230075886
457,-100.1,100.1
458,-100.9950166250832,100.9950166250832
460,-108.23246288055792,108.23246288055792
461,-104.97705754992859,104.97705754992859
462,-105.83706015508864,105.83706015508864
463,-102.08013266932447,102.08013266932447
464,-107.26810718488177,107.26810718488177
465,-100.1,100.1
466,-0.1,0.1
467,-100.0,100.0
468,-101.98013266932448,101.98013266932448
469,-103.96322091938498,103.96322091938498
471,-103.18013266932446,103.18013266932446
472,-104.31642288013447,104.31642288013447
474,-111.13992660208946,111.13992660208946
476,-103.19364618283798,103.19364618283798
477,-102.08013266932447,102.08013266932447
478,-107.83122250419356,107.83122250419356
479,-107.99454296751402,107.99454296751402
480,-100.1,100.1
481,-103.06896015866269,103.06896015866269
482,0.0,-0.0
483,-104.07112654340901,104.07112654340901
484,0.0,-0.0
485,-100.1,100.1
486,-105.16161353448457,105.16161353448457
487,-106.03744625547473,106.03744625547473
488,-104.18321824692984,104.18321824692984
489,-104.02105608476768,104.02105608476768
490,0.0,-0.0
491,-105.25987668437801,105.25987668437801
492,-102.08013266932447,102.08013266932447
493,-0.1,0.1
495,-102.19501662508318,102.19501662508318
497,-103.18013266932446,103.18013266932446
498,-100.1,100.1
499,-100.15212355212354,100.15212355212354
500,-100.1,100.1
501,-104.99803537877867,104.99803537877867
503,-102.19501662508318,102.19501662508318
504,-105.82354664157512,105.82354664157512
505,-102.08013266932447,102.08013266932447
507,-104.17514929440766,104.17514929440766
508,-100.13474903474903,100.13474903474903
509,-100.1,100.1
510,-104.02105608476768,104.02105608476768
511,-100.1,100.1
512,-103.05544664514917,103.05544664514917
513,-104.31642288013447,104.31642288013447
515,-107.28064886636608,107.28064886636608
516,-105.93706015508863,105.93706015508863
517,-100.1,100.1
518,-104.20561206932366,104.20561206932366
519,-100.1,100.1
521,-109.33555741441114,109.33555741441114
523,-102.19501662508318,102.19501662508318
525,-108.19039485245769,108.19039485245769
527,-104.15544664514918,104.15544664514918
529,-102.19501662508318,102.19501662508318
530,-0.1,0.1
531,-100.1,100.1
532,-102.95544664514918,102.95544664514918
533,-100.1,100.1
534,-105.99117208148745,105.99117208148745
535,-105.83706015508864,105.83706015508864
536,-106.14323776126623,106.14323776126623
537,-103.05544664514917,103.05544664514917
538,-0.1,0.1
539,-103.05544664514917,103.05544664514917
540,-0.1,0.1
541,-100.1,100.1
542,-103.07173624883598,103.07173624883598
543,-104.97705754992859,104.97705754992859
544,-110.04897573072233,110.04897573072233
545,-103.05544664514917,103.05544664514917
546,-101.22822125828782,101.22822125828782
547,-102.09041587412148,102.09041587412148
548,-100.1,100.1
549,-100.1,100.1
550,-105.01180658467763,105.01180658467763
551,-100.9950166250832,100.9950166250832
552,-105.93706015508863,105.93706015508863
553,-100.1,100.1
554,-106.06939139041815,106.06939139041815
556,-107.13630701017156,107.13630701017156
557,-101.09501662508319,101.09501662508319
558,-105.25891083178188,105.25891083178188
559,-103.07038231310243,103.07038231310243
560,-103.05544664514917,103.05544664514917
562,-111.0488831873729,111.0488831873729
563,-100.1,100.1
564,-100.1,100.1
566,-102.19501662508318,102.19501662508318
567,-108.10928438219652,108.10928438219652
568,-103.92105608476768,103.92105608476768
569,-107.05457823459948,107.05457823459948
570,-107.87586291781753,107.87586291781753
571,-102.08013266932447,102.08013266932447
572,-100.1,100.1
573,-102.95544664514918,102.95544664514918
574,-105.1090811519063,105.1090811519063
575,-100.1,100.1
576,-102.08013266932447,102.08013266932447
577,-103.05544664514917,103.05544664514917
578,-104.18321824692984,104.18321824692984
579,-102.08013266932447,102.08013266932447
580,-101.98013266932448,101.98013266932448
581,-100.1,100.1
582,-103.05544664514917,103.05544664514917
583,-100.1,100.1
584,-109.69386437401022,109.69386437401022
585,-106.99101258658483,106.99101258658483
587,-103.18013266932446,103.18013266932446
588,-100.14826254826254,100.14826254826254
589,-0.1,0.1
590,-100.1,100.1
591,-105.00640117927222,105.00640117927222
592,-100.1,100.1
593,-103.05544664514917,103.05544664514917
594,-105.95730659253587,105.95730659253587
595,-0.1,0.1
597,-105.06397678374589,105.06397678374589
599,-103.18013266932446,103.18013266932446
600,-104.02105608476768,104.02105608476768
601,-107.99454296751402,107.99454296751402
603,-105.43231655208565,105.43231655208565
604,-103.05544664514917,103.05544664514917
605,-103.05544664514917,103.05544664514917
606,-108.00805648102754,108.00805648102754
607,-0.1,0.1
608,-100.1,100.1
609,-100.1,100.1
610,-106.14323776126623,106.14323776126623
611,-107.12100015800594,107.12100015800594
612,-104.29287075658235,104.29287075658235
613,-106.14323776126623,106.14323776126623
614,-100.1,100.1
615,-102.08013266932447,102.08013266932447
616,-100.1,100.1
617,-105.95289027091874,105.95289027091874
618,-105.15852473139577,105.15852473139577
619,-103.05544664514917,103.05544664514917
620,-103.05544664514917,103.05544664514917
621,-100.1,100.1
622,-100.1,100.1
623,-105.83706015508864,105.83706015508864
624,-100.1,100.1
625,-104.0447581492338,104.0447581492338
626,-105.95289027091874,105.95289027091874
627,-104.20561206932366,104.20561206932366
628,-100.14826254826254,100.14826254826254
630,-104.15544664514918,104.15544664514918
631,-102.32723691642872,102.32723691642872
632,-100.1,100.1
633,-102.08013266932447,102.08013266932447
635,-109.1688175426055,109.1688175426055
636,-102.18978517897698,102.18978517897698
637,-104.97705754992859,104.97705754992859
638,-106.2189134369419,106.2189134369419
639,-100.14826254826254,100.14826254826254
640,-0.1,0.1
641,-100.12355212355212,100.12355212355212
642,-106.14323776126623,106.14323776126623
643,-100.10390488594093,100.10390488594093
644,-0.1,0.1
646,-106.16433525811341,106.16433525811341
647,-0.1,0.1
648,-0.1,0.1
650,-103.2094762986681,103.2094762986681
651,-102.32723691642872,102.32723691642872
652,-0.1,0.1
653,-100.1,100.1
654,-100.12805487986945,100.12805487986945
655,-103.05544664514917,103.05544664514917
656,-110.92686570293861,110.92686570293861
657,-104.97705754992859,104.97705754992859
658,-103.05544664514917,103.05544664514917
659,-100.0,100.0
661,-102.19501662508318,102.19501662508318
662,-100.1,100.1
663,-100.1,100.1
664,-102.08013266932447,102.08013266932447
665,-101.22822125828782,101.22822125828782
666,-0.1,0.1
667,-100.1,100.1
668,-103.05544664514917,103.05544664514917
669,-100.1,100.1
670,-100.1,100.1
671,-100.1,100.1
672,-107.95052752349858,107.95052752349858
673,-100.1,100.1
674,-100.1,100.1
675,-105.00661830334195,105.00661830334195
676,-103.05544664514917,103.05544664514917
677,-102.24229483148663,102.24229483148663
678,-100.1,100.1
679,-103.05544664514917,103.05544664514917
680,-104.97705754992859,104.97705754992859
681,-100.1,100.1
682,-101.22822125828782,101.22822125828782
684,-108.35139871346155,108.35139871346155
685,-0.1,0.1
687,-102.24327917334573,102.24327917334573
689,-110.45891606664708,110.45891606664708
690,-103.05544664514917,103.05544664514917
691,-0.1,0.1
692,-100.1,100.1
693,-0.1,0.1
694,-101.22822125828782,101.22822125828782
695,-104.05537935703805,104.05537935703805
696,-0.1,0.1
697,-0.1,0.1
698,-105.19674866961971,105.19674866961971
699,-0.1,0.1
700,-107.87706109681722,107.87706109681722
701,-106.90347515226232,106.90347515226232
702,-103.05544664514917,103.05544664514917
703,-106.86061800940517,106.86061800940517
704,-103.05544664514917,103.05544664514917
705,-100.1,100.1
706,-100.14826254826254,100.14826254826254
707,-100.1,100.1
709,-107.0855876885253,107.0855876885253
710,-100.1,100.1
711,-0.1,0.1
712,-103.05544664514917,103.05544664514917
713,-100.1,100.1
715,-104.30835392761229,104.30835392761229
716,-105.97180918983766,105.97180918983766
717,-104.0247842619309,104.0247842619309
718,-0.1,0.1
720,-103.18013266932446,103.18013266932446
721,-100.1,100.1
722,-0.1,0.1
723,-100.1,100.1
724,-101.22822125828782,101.22822125828782
725,-100.1,100.1
726,-100.0,100.0
727,-104.02105608476768,104.02105608476768
728,-102.95544664514918,102.95544664514918
729,-109.00224826824396,109.00224826824396
731,-107.13885847220196,107.13885847220196
732,-100.1,100.1
733,-106.14323776126623,106.14323776126623
734,-100.1,100.1
735,-106.03744625547473,106.03744625547473
736,-100.1,100.1
737,-106.87665508092175,106.87665508092175
738,-103.05544664514917,103.05544664514917
739,-109.09747844273186,109.09747844273186
740,-100.1,100.1
741,-0.1,0.1
742,-103.05544664514917,103.05544664514917
743,-104.99095716382821,104.99095716382821
745,-103.19003325016638,103.19003325016638
746,-100.1,100.1
747,-101.09501662508319,101.09501662508319
749,-103.2148817040735,103.2148817040735
750,-0.1,0.1
751,-0.1,0.1
752,-105.27242434529538,105.27242434529538
753,-105.92354664157511,105.92354664157511
754,-109.04267607523944,109.04267607523944
755,-100.1,100.1
757,-106.11607270985087,106.11607270985087
758,-109.91162499177084,109.91162499177084
759,-107.83701400998507,107.83701400998507
760,-100.1,100.1
761,-102.08013266932447,102.08013266932447
762,-104.97705754992859,104.97705754992859
763,-104.07858504229664,104.07858504229664
764,-110.01274651640476,110.01274651640476
766,-102.3089162389828,102.3089162389828
767,-100.1,100.1
768,-106.1081026261311,106.1081026261311
770,-102.34366527373183,102.34366527373183
771,-107.10978284110037,107.10978284110037
772,-102.08013266932447,102.08013266932447
773,-0.1,0.1
774,-100.1,100.1
775,-101.09501662508319,101.09501662508319
776,-106.19410201373124,106.19410201373124
777,-105.17454565919385,105.17454565919385
778,-107.11167152594545,107.11167152594545
779,-100.1,100.1
780,-105.00845798604806,105.00845798604806
782,-107.18937450456397,107.18937450456397
783,-105.95829567632416,105.95829567632416
784,-100.14826254826254,100.14826254826254
785,-103.05544664514917,103.05544664514917
786,-0.1,0.1
787,-102.95544664514918,102.95544664514918
788,-103.05544664514917,103.05544664514917
789,-100.1,100.1
790,-100.1,100.1
791,-100.1,100.1
792,-107.00926665805382,107.00926665805382
794,-104.30835392761229,104.30835392761229
795,-100.1,100.1
796,-101.22822125828782,101.22822125828782
797,-102.95898751848028,102.95898751848028
798,-104.02105608476768,104.02105608476768
799,-100.1,100.1
800,-100.1,100.1
801,-103.10165747962725,103.10165747962725
803,-107.34932669752588,107.34932669752588
805,-104.17514929440766,104.17514929440766
806,-100.17567567567566,100.17567567567566
807,-100.1,100.1
808,-102.08013266932447,102.08013266932447
809,-106.93693543753717,106.93693543753717
810,-104.13070859442018,104.13070859442018
811,-100.1,100.1
812,-100.1,100.1
813,-104.97705754992859,104.97705754992859
814,0.0,-0.0
815,-106.07219529022376,106.07219529022376
816,-109.07027460400424,109.07027460400424
817,-103.92105608476768,103.92105608476768
818,-100.12355212355212,100.12355212355212
820,-107.0855876885253,107.0855876885253
821,-100.0,100.0
822,-102.08013266932447,102.08013266932447
823,-104.20561206932366,104.20561206932366
824,-100.1,100.1
825,-100.1,100.1
826,-0.1,0.1
827,-107.08030912909629,107.08030912909629
828,-100.1,100.1
829,-100.1,100.1
830,-109.02771639453931,109.02771639453931
831,-104.16777423148582,104.16777423148582
833,-103.2148817040735,103.2148817040735
835,-103.18013266932446,103.18013266932446
836,-107.13243268121984,107.13243268121984
837,-109.0346807006764,109.0346807006764
838,-109.92869345094174,109.92869345094174
840,-105.05046327023237,105.05046327023237
841,-102.25156124075305,102.25156124075305
842,-100.1,100.1
843,-0.1,0.1
844,-100.1,100.1
845,-103.05544664514917,103.05544664514917
846,-109.04321939131249,109.04321939131249
847,-104.02105608476768,104.02105608476768
848,-100.1,100.1
849,-105.96640378443226,105.96640378443226
850,-103.05544664514917,103.05544664514917
851,-102.08013266932447,102.08013266932447
852,-100.1,100.1
853,-100.1,100.1
854,-104.0423369113706,104.0423369113706
856,-103.228395217587,103.228395217587
857,-102.08013266932447,102.08013266932447
858,-0.1,0.1
859,-109.67842035856621,109.67842035856621
860,-100.1,100.1
861,-102.95544664514918,102.95544664514918
862,-100.1,100.1
863,-104.1542607179723,104.1542607179723
864,-104.97705754992859,104.97705754992859
865,-100.1,100.1
866,-103.05544664514917,103.05544664514917
867,-103.9345695982812,103.9345695982812
868,-100.1,100.1
869,-100.1,100.1
870,-100.1,100.1
871,-106.12972424775272,106.12972424775272
872,-100.12355212355212,100.12355212355212
873,-100.1,100.1
874,-108.0837321567032,108.0837321567032
875,-100.1,100.1
876,-100.1,100.1
877,-102.08013266932447,102.08013266932447
878,-102.95544664514918,102.95544664514918
879,-103.09019567989822,103.09019567989822
880,-100.1,100.1
881,-103.05544664514917,103.05544664514917
883,-110.38343053970907,110.38343053970907
884,-106.03744625547473,106.03744625547473
885,-106.14323776126623,106.14323776126623
886,-103.05544664514917,103.05544664514917
887,-0.1,0.1
888,-100.1,100.1
889,-104.02105608476768,104.02105608476768
890,-100.13474903474903,100.13474903474903
891,-100.1,100.1
892,-104.97705754992859,104.97705754992859
893,-100.1,100.1
894,-102.95544664514918,102.95544664514918
895,-100.1,100.1
896,-100.1,100.1
897,-100.1,100.1
898,-106.14323776126623,106.14323776126623
899,-103.05544664514917,103.05544664514917
900,0.0,-0.0
901,-103.05544664514917,103.05544664514917
903,-107.25663015956776,107.25663015956776
904,-101.09501662508319,101.09501662508319
905,-101.12822125828782,101.12822125828782
906,-103.05544664514917,103.05544664514917
907,-103.92105608476768,103.92105608476768
908,-100.1,100.1
909,-106.91741731018908,106.91741731018908
910,0.0,-0.0
912,-110.28964139761267,110.28964139761267
913,-102.96773288492504,102.96773288492504
914,-110.87451893841671,110.87451893841671
915,-100.1,100.1
916,-106.90888055766771,106.90888055766771
917,-103.05544664514917,103.05544664514917
918,-100.1,100.1
919,-100.1,100.1
920,-102.08013266932447,102.08013266932447
921,-105.00640117927222,105.00640117927222
922,-100.1,100.1
923,-100.1,100.1
924,-100.1,100.1
925,-103.20216479186732,103.20216479186732
926,-0.1,0.1
927,-106.14709876512724,106.14709876512724
928,-0.1,0.1
929,-103.13112232082484,103.13112232082484
930,-100.1,100.1
931,-107.86597153894259,107.86597153894259
932,-108.00805648102754,108.00805648102754
933,-103.05544664514917,103.05544664514917
935,-108.03286589492873,108.03286589492873
937,-106.12308795276914,106.12308795276914
938,-100.12355212355212,100.12355212355212
939,-100.1,100.1
940,-0.1,0.1
941,-103.05544664514917,103.05544664514917
942,-0.1,0.1
943,-103.05544664514917,103.05544664514917
945,-103.34229483148663,103.34229483148663
946,-103.08882175529436,103.08882175529436
948,-104.15544664514918,104.15544664514918
949,-103.05544664514917,103.05544664514917
951,-104.17514929440766,104.17514929440766
952,-100.1,100.1
953,-100.1,100.1
954,-108.86904363503933,108.86904363503933
955,-100.1,100.1
