step,episode_return,negative_return
956,-104.97705754992859,104.97705754992859
958,-106.16433525811341,106.16433525811341
959,-103.05544664514917,103.05544664514917
961,-113.1892191508802,113.1892191508802
962,-104.02105608476768,104.02105608476768
963,-103.05544664514917,103.05544664514917
964,-103.05544664514917,103.05544664514917
965,-106.14323776126623,106.14323776126623
966,-100.1,100.1
967,-100.1,100.1
968,-107.84195200365478,107.84195200365478
969,-102.08013266932447,102.08013266932447
970,-104.06693078647396,104.06693078647396
972,-102.27069230075885,102.27069230075885
974,-106.39792599170416,106.39792599170416
975,-104.9998780573521,104.9998780573521
976,-103.05544664514917,103.05544664514917
977,-104.97705754992859,104.97705754992859
979,-103.18013266932446,103.18013266932446
980,-105.20895465310512,105.20895465310512
981,-0.1,0.1
982,-105.19179735005548,105.19179735005548
983,-100.1,100.1
984,-106.12972424775272,106.12972424775272
985,-100.1,100.1
986,-104.02105608476768,104.02105608476768
987,0.0,-0.0
988,-103.05544664514917,103.05544664514917
989,-100.1,100.1
990,-100.1,100.1
991,-100.1,100.1
992,-100.1,100.1
993,-105.92354664157511,105.92354664157511
994,-100.1096981082841,100.1096981082841
995,-100.23320463320462,100.23320463320462
996,-100.12355212355212,100.12355212355212
997,-106.90888055766771,106.90888055766771
998,-105.02532009819113,105.02532009819113
999,-0.1,0.1
1000,-101.09501662508319,101.09501662508319
1002,-111.25923162139448,111.25923162139448
1003,-102.95544664514918,102.95544664514918
1004,0.0,-0.0
1005,-100.1,100.1
1006,-105.13921971209075,105.13921971209075
1007,-110.01694252351516,110.01694252351516
1008,-106.1050138230423,106.1050138230423
1010,-102.19501662508318,102.19501662508318
1011,-100.1,100.1
1013,-107.26399612482602,107.26399612482602
1014,-102.08013266932447,102.08013266932447
1016,-105.15046327023236,105.15046327023236
1017,-103.92105608476768,103.92105608476768
1018,-103.05544664514917,103.05544664514917
1019,-100.9950166250832,100.9950166250832
1021,-109.07532575417949,109.07532575417949
1022,-104.18321824692984,104.18321824692984
1023,-100.1,100.1
1024,-107.13067917432085,107.13067917432085
1025,-0.1,0.1
1028,-112.41673480033054,112.41673480033054
1030,-111.12158921765148,111.12158921765148
1031,-102.08013266932447,102.08013266932447
1033,-110.13611747409644,110.13611747409644
1034,-100.1,100.1
1036,-105.12105608476767,105.12105608476767
1037,-102.08013266932447,102.08013266932447
1039,-114.22563773247809,114.22563773247809
1040,-100.1,100.1
1041,-102.18978517897698,102.18978517897698
1043,-106.339624833403,106.339624833403
1045,-105.15046327023236,105.15046327023236
1046,-104.02105608476768,104.02105608476768
1047,-0.1,0.1
1048,-105.20168694736398,105.20168694736398
1050,-103.18147718496417,103.18147718496417
1051,-104.97705754992859,104.97705754992859
1052,-105.09095716382821,105.09095716382821
1053,-0.1,0.1
1054,-100.1,100.1
1056,-103.18013266932446,103.18013266932446
1057,-102.95544664514918,102.95544664514918
1058,-100.14826254826254,100.14826254826254
1059,0.0,-0.0
1061,-107.14350274644036,107.14350274644036
1062,-103.92105608476768,103.92105608476768
1064,-107.10238154958091,107.10238154958091
1065,-108.86904363503933,108.86904363503933
1066,-107.93701400998506,107.93701400998506
1068,-103.18013266932446,103.18013266932446
1069,-0.1,0.1
1070,-103.05544664514917,103.05544664514917
1071,-0.1,0.1
1072,-101.22822125828782,101.22822125828782
1073,-107.06887877092774,107.06887877092774
1074,-100.1,100.1
1075,-100.13522504892367,100.13522504892367
1076,-107.15598480477196,107.15598480477196
1077,-100.1,100.1
1078,-100.1,100.1
1079,-102.29982378901559,102.29982378901559
1080,-105.11026218313322,105.11026218313322
1081,-102.18978517897698,102.18978517897698
1082,-103.05544664514917,103.05544664514917
1083,-103.05544664514917,103.05544664514917
1084,0.0,-0.0
1085,-104.05928109867762,104.05928109867762
1086,-104.07858504229664,104.07858504229664
1088,-111.13066019282304,111.13066019282304
1090,-104.15544664514918,104.15544664514918
1091,-103.05544664514917,103.05544664514917
1092,-104.0345695982812,104.0345695982812
1093,-106.97451762330479,106.97451762330479
1094,-103.16509915480168,103.16509915480168
1095,-100.1,100.1
1096,-0.1,0.1
1097,-103.1693462590488,103.1693462590488
1098,-104.02105608476768,104.02105608476768
1099,-107.0648048257378,107.0648048257378
1100,-100.1,100.1
1102,-106.2492773430555,106.2492773430555
1103,-100.1,100.1
1104,-103.92105608476768,103.92105608476768
1105,-104.9905710634421,104.9905710634421
1106,-102.08013266932447,102.08013266932447
1107,-104.02105608476768,104.02105608476768
1108,-100.1,100.1
1110,-109.19904610626638,109.19904610626638
1111,-107.93701400998506,107.93701400998506
1112,-107.08030912909629,107.08030912909629
1113,-105.96640378443226,105.96640378443226
1114,-107.14109937347233,107.14109937347233
1115,-100.1,100.1
1116,-100.15752895752895,100.15752895752895
1117,-103.05544664514917,103.05544664514917
1118,-104.02105608476768,104.02105608476768
1120,-102.19501662508318,102.19501662508318
1121,-103.92105608476768,103.92105608476768
1122,-100.1,100.1
1123,-101.22822125828782,101.22822125828782
1124,-103.12641787195199,103.12641787195199
1125,-100.1,100.1
1126,-100.12355212355212,100.12355212355212
1127,-106.09497521300369,106.09497521300369
1128,-101.09968292794737,101.09968292794737
1129,-103.05544664514917,103.05544664514917
1130,-104.13070859442018,104.13070859442018
1131,-100.1,100.1
1132,-106.8899616387488,106.8899616387488
1133,0.0,-0.0
1134,-100.13474903474903,100.13474903474903
1135,-102.08013266932447,102.08013266932447
1136,-103.05544664514917,103.05544664514917
1137,-100.1,100.1
1138,-100.1,100.1
1139,-0.1,0.1
1140,-102.08013266932447,102.08013266932447
1142,-105.31262543239453,105.31262543239453
1143,-100.1,100.1
1144,-106.90888055766771,106.90888055766771
1145,-100.1,100.1
1146,-107.83662790959896,107.83662790959896
1147,-100.1,100.1
1148,-105.02555693729302,105.02555693729302
1149,-102.08013266932447,102.08013266932447
1150,-105.92354664157511,105.92354664157511
1152,-110.13611747409644,110.13611747409644
1153,-100.15212355212354,100.15212355212354
1154,-100.1,100.1
1155,-100.1,100.1
1156,-106.80888055766772,106.80888055766772
1157,-102.08013266932447,102.08013266932447
1158,-103.05544664514917,103.05544664514917
1159,-104.04214217730286,104.04214217730286
1160,-102.95544664514918,102.95544664514918
1161,-100.1,100.1
1162,-100.1,100.1
1163,-100.1,100.1
1164,-105.09095716382821,105.09095716382821
1165,-105.16161353448457,105.16161353448457
1166,-104.97705754992859,104.97705754992859
1167,-107.80187887484993,107.80187887484993
1168,0.0,-0.0
1169,-102.08013266932447,102.08013266932447
1171,-107.1917652947029,107.1917652947029
1172,-105.00104299095936,105.00104299095936
1173,-105.06559715517278,105.06559715517278
1175,-103.18013266932446,103.18013266932446
1176,-100.1,100.1
1178,-103.18013266932446,103.18013266932446
1179,-104.02105608476768,104.02105608476768
1180,-0.1,0.1
1181,-102.08013266932447,102.08013266932447
1182,0.0,-0.0
1183,-107.10772225650942,107.10772225650942
1184,-103.05544664514917,103.05544664514917
1185,-104.20561206932366,104.20561206932366
1186,-100.1,100.1
1187,-105.94746095138316,105.94746095138316
1188,-104.97705754992859,104.97705754992859
1189,-106.15048787903466,106.15048787903466
1190,-107.06801830371361,107.06801830371361
1191,-100.1,100.1
1192,-104.02105608476768,104.02105608476768
1193,-104.0345695982812,104.0345695982812
1194,-103.1693462590488,103.1693462590488
1195,-110.01926695482007,110.01926695482007
1196,-0.1,0.1
1197,-100.1,100.1
1198,-106.91011178078627,106.91011178078627
1199,-0.1,0.1
1200,-109.00224826824396,109.00224826824396
1202,-105.28366790343699,105.28366790343699
1204,-106.17360166737983,106.17360166737983
1205,-100.1,100.1
1206,-108.86904363503933,108.86904363503933
1207,-103.05544664514917,103.05544664514917
1208,-100.1,100.1
1209,-104.97705754992859,104.97705754992859
1210,-104.02105608476768,104.02105608476768
1211,-101.22822125828782,101.22822125828782
1212,-0.1,0.1
1213,-104.97705754992859,104.97705754992859
1214,-104.02105608476768,104.02105608476768
1215,-106.14709876512724,106.14709876512724
1216,-102.08013266932447,102.08013266932447
1217,-100.1,100.1
1218,-103.05544664514917,103.05544664514917
1219,-104.97705754992859,104.97705754992859
1220,-104.02105608476768,104.02105608476768
1221,-105.15337731895505,105.15337731895505
1222,-101.98013266932448,101.98013266932448
1223,-100.1,100.1
1225,-102.19501662508318,102.19501662508318
1226,-104.02105608476768,104.02105608476768
1227,-104.97705754992859,104.97705754992859
1228,-107.95052752349858,107.95052752349858
1229,-100.1,100.1
1230,-103.06896015866269,103.06896015866269
1231,-100.1,100.1
1232,-100.1,100.1
1234,-106.11607270985087,106.11607270985087
1235,-100.1,100.1
1236,-100.1,100.1
1237,-100.1,100.1
1238,-103.05544664514917,103.05544664514917
1239,-106.03744625547473,106.03744625547473
1240,0.0,-0.0
1241,-100.1,100.1
1242,-107.3043210035982,107.3043210035982
1243,-104.06937044307821,104.06937044307821
1244,-107.9729213458924,107.9729213458924
1245,-107.17117632401855,107.17117632401855
1247,-102.09501662508319,102.09501662508319
1248,0.0,-0.0
1249,-100.1,100.1
1250,-100.1,100.1
1251,-107.04517399396116,107.04517399396116
1252,-102.08013266932447,102.08013266932447
1253,-108.07540858707986,108.07540858707986
1254,-100.1,100.1
1256,-108.38458643268147,108.38458643268147
1257,-100.1,100.1
1258,-100.1,100.1
1260,-102.19501662508318,102.19501662508318
1262,-109.91642635440532,109.91642635440532
1263,-100.1,100.1
1264,-105.18323515610619,105.18323515610619
1265,-0.1,0.1
1266,-100.11399999999999,100.11399999999999
1267,-103.05544664514917,103.05544664514917
1268,-100.15752895752895,100.15752895752895
1269,-0.1,0.1
1270,-100.1,100.1
1271,-103.05544664514917,103.05544664514917
1272,-105.18859049952847,105.18859049952847
1273,-100.1,100.1
1274,-105.03946893320901,105.03946893320901
1275,-105.92727481873834,105.92727481873834
1276,0.0,-0.0
1277,-0.1,0.1
1278,-0.1,0.1
1279,-104.8770575499286,104.8770575499286
1280,-102.08013266932447,102.08013266932447
1282,-105.28366790343699,105.28366790343699
1283,-100.1,100.1
1284,0.0,-0.0
1285,-102.13109266933448,102.13109266933448
1286,-105.12570619857723,105.12570619857723
1287,-103.05544664514917,103.05544664514917
1288,-104.05039971411131,104.05039971411131
1289,-105.01902181134852,105.01902181134852
1290,-104.02105608476768,104.02105608476768
1291,-106.14323776126623,106.14323776126623
1292,-0.1,0.1
1293,-100.1,100.1
1294,-0.1,0.1
1295,-103.05544664514917,103.05544664514917
1296,-103.05544664514917,103.05544664514917
1298,-109.03324081209453,109.03324081209453
1299,-100.1,100.1
1300,-104.05039971411131,104.05039971411131
1301,-106.92494763684617,106.92494763684617
1302,-109.08156332496185,109.08156332496185
1303,-104.0345695982812,104.0345695982812
1304,-104.02105608476768,104.02105608476768
1305,-104.0345695982812,104.0345695982812
1306,-103.05544664514917,103.05544664514917
1307,-0.1,0.1
1308,-104.02105608476768,104.02105608476768
1310,-106.07360166737983,106.07360166737983
1312,-102.09501662508319,102.09501662508319
1313,-0.1,0.1
1314,-104.09232202736034,104.09232202736034
1315,-0.1,0.1
1316,-104.0345695982812,104.0345695982812
1318,-108.13865740072025,108.13865740072025
1319,-100.1,100.1
1320,-104.02105608476768,104.02105608476768
1321,-106.9730313476473,106.9730313476473
1322,-0.1,0.1
1323,-102.24229483148663,102.24229483148663
1324,-105.92354664157511,105.92354664157511
1325,-105.11026218313322,105.11026218313322
1326,-103.16509915480168,103.16509915480168
1327,-100.1,100.1
1328,-103.05808692792249,103.05808692792249
1329,-0.1,0.1
1330,-100.1,100.1
1331,-104.02105608476768,104.02105608476768
1332,-104.05039971411131,104.05039971411131
1333,-0.1,0.1
1334,-106.14323776126623,106.14323776126623
1335,-0.1,0.1
1336,-108.08682095979202,108.08682095979202
1337,-100.1,100.1
1338,-104.19248465619626,104.19248465619626
1340,-107.2052788082164,107.2052788082164
1341,-100.1,100.1
1342,-103.05544664514917,103.05544664514917
1343,-100.15752895752895,100.15752895752895
1344,-105.95289027091874,105.95289027091874
1346,-107.12960313254074,107.12960313254074
1347,-100.1,100.1
1348,-103.05544664514917,103.05544664514917
1349,-104.02105608476768,104.02105608476768
1350,-103.22687521657775,103.22687521657775
1351,-100.0,100.0
1352,-100.1,100.1
1353,-104.97705754992859,104.97705754992859
1354,-104.07858504229664,104.07858504229664
1355,-100.9950166250832,100.9950166250832
1356,-100.1,100.1
1357,-110.86020224686062,110.86020224686062
1359,-106.35815765193581,106.35815765193581
1361,-109.11818289703662,109.11818289703662
1362,-103.05544664514917,103.05544664514917
1363,-100.1,100.1
1364,-100.1,100.1
1365,-101.22822125828782,101.22822125828782
1366,-104.02105608476768,104.02105608476768
1367,-100.1,100.1
1368,-104.02105608476768,104.02105608476768
1369,-100.1,100.1
1370,-104.02105608476768,104.02105608476768
1371,-109.5645207446666,109.5645207446666
1373,-110.2029128408918,110.2029128408918
1374,-100.1,100.1
1376,-103.18013266932446,103.18013266932446
1377,-0.1,0.1
1378,-104.03064635382445,104.03064635382445
1380,-102.19501662508318,102.19501662508318
1382,-109.48360209082236,109.48360209082236
1383,-100.15212355212354,100.15212355212354
1384,-104.10147346321419,104.10147346321419
1385,-100.13474903474903,100.13474903474903
1386,-104.2407472044588,104.2407472044588
1388,-102.19501662508318,102.19501662508318
1390,-103.2148817040735,103.2148817040735
1392,-104.17514929440766,104.17514929440766
1393,-106.05683332134602,106.05683332134602
1395,-103.23766162685342,103.23766162685342
1396,-105.19674866961971,105.19674866961971
1398,-108.2097073631215,108.2097073631215
1399,-100.1,100.1
1400,0.0,-0.0
1401,-100.1,100.1
1402,-103.05544664514917,103.05544664514917
1403,-103.05544664514917,103.05544664514917
1404,-100.1,100.1
1405,-105.02532009819113,105.02532009819113
1406,-104.02105608476768,104.02105608476768
1407,-100.1,100.1
1408,-100.13474903474903,100.13474903474903
1409,-103.05544664514917,103.05544664514917
1410,-0.1,0.1
1411,-100.1,100.1
1413,-102.30466913473569,102.30466913473569
1414,-104.02105608476768,104.02105608476768
1415,-102.08013266932447,102.08013266932447
1416,-100.1,100.1
1417,-100.13474903474903,100.13474903474903
1418,-105.92354664157511,105.92354664157511
1420,-104.17514929440766,104.17514929440766
1421,-102.08013266932447,102.08013266932447
1422,-104.97705754992859,104.97705754992859
1423,-101.24366527373184,101.24366527373184
1425,-103.18013266932446,103.18013266932446
1428,-109.3002954332996,109.3002954332996
1429,-100.1,100.1
1430,-104.97705754992859,104.97705754992859
1431,0.0,-0.0
1432,-100.1,100.1
1434,-106.17360166737983,106.17360166737983
1435,-103.05544664514917,103.05544664514917
1436,-100.1,100.1
1437,-104.02105608476768,104.02105608476768
1438,-100.1,100.1
1439,-100.1,100.1
1440,-102.08013266932447,102.08013266932447
1441,-0.1,0.1
1442,-105.15990445256175,105.15990445256175
1443,-105.19674866961971,105.19674866961971
1444,-102.08013266932447,102.08013266932447
1445,-100.1,100.1
1447,-103.19003325016638,103.19003325016638
1448,-0.1,0.1
1449,-103.10036845558999,103.10036845558999
1451,-106.9956262985639,106.9956262985639
1452,-100.1,100.1
1453,-100.1,100.1
1454,0.0,-0.0
1455,-103.16509915480168,103.16509915480168
1456,-100.1,100.1
1457,-105.00898553418423,105.00898553418423
1458,-104.02105608476768,104.02105608476768
1459,-0.1,0.1
1460,-101.98013266932448,101.98013266932448
1461,-0.1,0.1
1462,-100.1,100.1
1463,-100.1,100.1
1464,-100.1,100.1
1465,-102.08013266932447,102.08013266932447
1466,-100.1,100.1
1467,-104.97705754992859,104.97705754992859
1468,-101.09501662508319,101.09501662508319
1469,-105.05046843333565,105.05046843333565
1470,-100.15752895752895,100.15752895752895
1471,-100.1,100.1
1473,-104.18479027449281,104.18479027449281
1474,-0.1,0.1
1475,-104.97705754992859,104.97705754992859
1476,-100.1,100.1
1477,-100.1,100.1
1479,-107.12033672327432,107.12033672327432
1480,-100.1,100.1
1482,-108.06682581492085,108.06682581492085
1483,-104.99569834285951,104.99569834285951
1484,-100.1,100.1
1486,-111.23348959473202,111.23348959473202
1488,-102.19501662508318,102.19501662508318
1490,-107.99037793847299,107.99037793847299
1491,-106.97451762330479,106.97451762330479
1492,-107.00926665805382,107.00926665805382
1493,-100.1,100.1
1495,-103.20368479287659,103.20368479287659
1496,-0.1,0.1
1497,-103.05544664514917,103.05544664514917
1498,-104.97705754992859,104.97705754992859
1499,-103.05544664514917,103.05544664514917
1501,-106.16433525811341,106.16433525811341
1502,-105.97180918983766,105.97180918983766
1504,-102.19501662508318,102.19501662508318
1505,-100.1,100.1
1506,-103.05544664514917,103.05544664514917
1507,-110.07820671926073,110.07820671926073
1508,-104.05039971411131,104.05039971411131
1509,-100.1,100.1
1511,-107.13439338729678,107.13439338729678
1512,-100.1,100.1
1513,-103.05544664514917,103.05544664514917
1514,-0.1,0.1
1515,-100.1,100.1
1516,-102.95544664514918,102.95544664514918
1517,-100.1,100.1
1518,-100.1,100.1
1519,-104.18666549528562,104.18666549528562
1520,-104.29287075658235,104.29287075658235
1521,-0.1,0.1
1522,-100.1,100.1
1523,-104.02105608476768,104.02105608476768
1525,-108.20003044812549,108.20003044812549
1526,-0.1,0.1
1527,-105.98245102433211,105.98245102433211
1529,-105.15046327023236,105.15046327023236
1531,-108.05331230140735,108.05331230140735
1532,-104.06931863303022,104.06931863303022
1533,-101.12822125828782,101.12822125828782
1534,-105.92354664157511,105.92354664157511
1535,-109.77842035856621,109.77842035856621
1537,-102.19501662508318,102.19501662508318
1538,-105.14848612135717,105.14848612135717
1539,-105.27036198049386,105.27036198049386
1540,0.0,-0.0
1541,-100.1,100.1
1542,-105.00640117927222,105.00640117927222
1544,-105.28366790343699,105.28366790343699
1545,-104.02105608476768,104.02105608476768
1546,-100.1,100.1
1547,-100.1,100.1
1549,-112.16764547785789,112.16764547785789
1551,-107.18172668466428,107.18172668466428
1552,-112.72974738891622,112.72974738891622
1553,0.0,-0.0
1554,-0.1,0.1
1556,-107.27369349022943,107.27369349022943
1557,-103.05544664514917,103.05544664514917
1558,-102.08013266932447,102.08013266932447
1559,-100.1,100.1
1560,-100.0,100.0
1561,-100.17567567567566,100.17567567567566
1562,-103.05544664514917,103.05544664514917
1563,-100.1,100.1
1564,-100.1,100.1
1565,-110.10192690729694,110.10192690729694
1566,-105.27242434529538,105.27242434529538
1567,-108.99682933134196,108.99682933134196
1570,-106.43501925478836,106.43501925478836
1571,-100.1,100.1
1572,-107.73779335663436,107.73779335663436
1573,-100.0,100.0
1574,-102.2133373025291,102.2133373025291
1575,-108.9391645139402,108.9391645139402
1576,-100.1,100.1
1578,-103.18013266932446,103.18013266932446
1579,-0.1,0.1
1580,-105.19674866961971,105.19674866961971
1581,-103.05544664514917,103.05544664514917
1582,-104.99072016060633,104.99072016060633
1583,-102.08013266932447,102.08013266932447
1584,-100.1,100.1
1585,-108.85553012152582,108.85553012152582
1586,-103.05544664514917,103.05544664514917
1587,-102.18978517897698,102.18978517897698
1588,-100.12355212355212,100.12355212355212
1589,-102.08013266932447,102.08013266932447
1590,-103.05544664514917,103.05544664514917
1591,-104.13070859442018,104.13070859442018
1592,-0.1,0.1
1594,-104.4222535415119,104.4222535415119
1595,-108.85553012152582,108.85553012152582
1596,-103.11888972529684,103.11888972529684
1597,-105.87191243385853,105.87191243385853
1598,-101.22822125828782,101.22822125828782
1599,-100.1,100.1
1601,-102.22976565983222,102.22976565983222
1602,-102.2133373025291,102.2133373025291
1603,-101.2046691347357,101.2046691347357
1604,-100.1,100.1
1605,-0.1,0.1
1606,-102.08013266932447,102.08013266932447
1607,-100.1,100.1
1608,-103.0757465477432,103.0757465477432
1609,0.0,-0.0
1610,-100.1,100.1
1611,-103.13686825179497,103.13686825179497
1612,-104.99174669307567,104.99174669307567
1613,-100.1,100.1
1614,-100.1,100.1
1615,-101.22822125828782,101.22822125828782
1616,-104.97705754992859,104.97705754992859
1618,-105.2542607179723,105.2542607179723
1619,-100.1,100.1
1621,-107.24388884682645,107.24388884682645
1622,-100.14826254826254,100.14826254826254
1623,-103.05544664514917,103.05544664514917
1624,-101.26644519651177,101.26644519651177
1625,-100.1,100.1
1626,-102.08013266932447,102.08013266932447
1627,-100.15752895752895,100.15752895752895
1628,-103.05544664514917,103.05544664514917
1629,-103.05544664514917,103.05544664514917
1630,-0.1,0.1
1632,-110.21658661962424,110.21658661962424
1633,-106.07219529022376,106.07219529022376
1634,-100.1,100.1
1635,-103.92105608476768,103.92105608476768
1636,-100.1,100.1
1637,-103.05544664514917,103.05544664514917
1638,-108.13791629341772,108.13791629341772
1639,-107.84239584482752,107.84239584482752
1640,-102.08013266932447,102.08013266932447
1641,-0.1,0.1
1642,-107.13243268121984,107.13243268121984
1643,-100.1,100.1
1644,-106.05675127477974,106.05675127477974
1645,-100.1,100.1
1646,-103.05544664514917,103.05544664514917
1647,-102.08013266932447,102.08013266932447
1648,-100.1,100.1
1649,-106.0798088063332,106.0798088063332
1650,-108.8400861060818,108.8400861060818
1651,-100.1,100.1
1653,-110.04966706753517,110.04966706753517
1654,-100.14826254826254,100.14826254826254
1655,-104.02105608476768,104.02105608476768
1656,-103.05544664514917,103.05544664514917
1657,-0.1,0.1
1658,-100.1,100.1
1659,-110.02306904569193,110.02306904569193
1660,-105.96640378443226,105.96640378443226
1661,0.0,-0.0
1662,-100.1,100.1
1663,-105.24187321869219,105.24187321869219
1664,-104.02105608476768,104.02105608476768
1665,-109.0337118934454,109.0337118934454
1666,-100.15752895752895,100.15752895752895
1667,-105.12570619857723,105.12570619857723
1668,-104.02105608476768,104.02105608476768
1669,-101.22822125828782,101.22822125828782
1670,-0.1,0.1
1671,-100.1,100.1
1672,-108.85553012152582,108.85553012152582
1673,-101.22822125828782,101.22822125828782
1674,-100.1,100.1
1675,-105.86284419948792,105.86284419948792
1676,-103.05544664514917,103.05544664514917
1677,-100.1,100.1
1678,-107.08030912909629,107.08030912909629
1680,-103.18013266932446,103.18013266932446
1681,-100.1,100.1
1682,-100.1,100.1
1683,-104.02105608476768,104.02105608476768
1684,-107.88875146172252,107.88875146172252
1685,-103.05544664514917,103.05544664514917
1687,-103.18013266932446,103.18013266932446
1688,-103.35081344051596,103.35081344051596
1689,-100.1,100.1
1690,-102.08013266932447,102.08013266932447
1691,-107.10604624709335,107.10604624709335
1692,-106.2189134369419,106.2189134369419
1694,-109.94856012419143,109.94856012419143
1695,-0.1,0.1
1696,-110.89694390394551,110.89694390394551
1697,-0.1,0.1
1698,0.0,-0.0
1699,-105.92354664157511,105.92354664157511
1700,-100.0,100.0
1701,-106.14323776126623,106.14323776126623
1702,-103.05544664514917,103.05544664514917
1703,-107.00758230131177,107.00758230131177
1704,-0.1,0.1
1705,-103.05544664514917,103.05544664514917
1706,-104.02105608476768,104.02105608476768
1707,-100.1,100.1
1708,-100.15752895752895,100.15752895752895
1709,-111.65699107731899,111.65699107731899
1711,-109.17532575417948,109.17532575417948
1712,-100.1,100.1
1713,-104.03428857641589,104.03428857641589
1714,-103.1886512783538,103.1886512783538
1715,-104.97705754992859,104.97705754992859
1716,-100.1,100.1
1717,-100.1,100.1
1718,-104.02105608476768,104.02105608476768
1719,-100.1,100.1
1721,-105.28366790343699,105.28366790343699
1723,-102.19501662508318,102.19501662508318
1724,-0.1,0.1
1725,-102.08013266932447,102.08013266932447
1726,-100.13474903474903,100.13474903474903
1727,-108.93628198546772,108.93628198546772
1729,-106.135763829542,106.135763829542
1730,0.0,-0.0
1731,-100.11351351351351,100.11351351351351
1733,-107.1014178043554,107.1014178043554
1734,-0.1,0.1
1735,-104.97705754992859,104.97705754992859
1736,-104.02105608476768,104.02105608476768
1737,-0.1,0.1
1738,-110.06068033806561,110.06068033806561
1739,-100.1,100.1
1740,-103.05544664514917,103.05544664514917
1741,-100.1,100.1
1743,-106.16433525811341,106.16433525811341
1745,-112.22373478640839,112.22373478640839
1747,-102.19501662508318,102.19501662508318
1749,-109.15039745761773,109.15039745761773
1750,-105.00640117927222,105.00640117927222
1751,-104.0345695982812,104.0345695982812
1752,-0.1,0.1
1753,-100.1,100.1
1754,-102.9589044356058,102.9589044356058
1756,-103.08013266932447,103.08013266932447
1757,-100.1,100.1
1758,-101.22822125828782,101.22822125828782
1759,-100.1,100.1
1760,-105.13921971209075,105.13921971209075
1761,-104.97705754992859,104.97705754992859
1763,-111.12486868703155,111.12486868703155
1764,-102.08013266932447,102.08013266932447
1765,-104.02105608476768,104.02105608476768
1767,-107.30275466120719,107.30275466120719
1768,-100.1,100.1
1769,-104.02105608476768,104.02105608476768
1770,-100.1,100.1
1771,-100.1,100.1
1772,-100.1,100.1
1774,-107.13423633717395,107.13423633717395
1775,-100.1,100.1
1776,-104.04573443109348,104.04573443109348
1777,-100.1,100.1
1778,-100.1,100.1
1779,-100.1,100.1
1780,-106.03744625547473,106.03744625547473
1781,-0.1,0.1
1782,-100.14826254826254,100.14826254826254
1783,-103.16798488535005,103.16798488535005
1784,-100.1,100.1
1786,-112.27547223814584,112.27547223814584
1787,-100.1,100.1
1788,-103.92105608476768,103.92105608476768
1790,-103.18013266932446,103.18013266932446
1791,-103.05544664514917,103.05544664514917
1792,-100.1,100.1
1793,-106.10540214937633,106.10540214937633
1794,-104.02105608476768,104.02105608476768
1795,-109.93644484206624,109.93644484206624
1796,-103.08183361711106,103.08183361711106
1797,-0.1,0.1
1798,-100.1,100.1
1800,-103.18013266932446,103.18013266932446
1801,-104.02105608476768,104.02105608476768
1802,-104.02105608476768,104.02105608476768
1803,-103.05544664514917,103.05544664514917
1804,-105.0528509792468,105.0528509792468
1805,-100.1,100.1
1806,-100.1,100.1
1807,-107.81770899068005,107.81770899068005
1808,-0.1,0.1
1809,-100.1,100.1
1810,-103.05544664514917,103.05544664514917
1811,-102.08013266932447,102.08013266932447
1812,-0.1,0.1
1813,-100.0,100.0
1814,-104.9905710634421,104.9905710634421
1815,-105.82354664157512,105.82354664157512
1816,-100.1,100.1
1817,-0.1,0.1
1818,-100.1,100.1
1819,-100.1,100.1
1820,-105.10761735277529,105.10761735277529
1821,-103.92105608476768,103.92105608476768
1822,-0.1,0.1
1824,-110.1787487817864,110.1787487817864
1826,-103.18013266932446,103.18013266932446
1827,-0.1,0.1
1828,-0.1,0.1
1829,-100.1,100.1
1830,-0.1,0.1
1831,-103.12202099650594,103.12202099650594
1832,-103.08500105823953,103.08500105823953
1833,-104.0345695982812,104.0345695982812
1834,-104.02105608476768,104.02105608476768
1835,-0.1,0.1
1836,-104.02105608476768,104.02105608476768
1838,-102.19501662508318,102.19501662508318
1839,-108.0837321567032,108.0837321567032
1840,-105.18323515610619,105.18323515610619
1841,-104.02105608476768,104.02105608476768
1842,-103.05544664514917,103.05544664514917
1843,-100.13522504892367,100.13522504892367
1844,-106.07945248870504,106.07945248870504
1845,-100.1,100.1
1846,-103.05544664514917,103.05544664514917
1847,-0.1,0.1
1848,-108.92657259256829,108.92657259256829
1850,-104.07514929440767,104.07514929440767
1851,-104.27935724306883,104.27935724306883
1852,-100.1,100.1
1853,-103.05544664514917,103.05544664514917
1855,-107.95719021925306,107.95719021925306
1857,-102.27069230075885,102.27069230075885
1858,-103.05544664514917,103.05544664514917
1859,-102.08013266932447,102.08013266932447
1861,-106.11607270985087,106.11607270985087
1862,-103.0766554952102,103.0766554952102
1863,-103.05769843496944,103.05769843496944
1864,0.0,-0.0
1865,-105.19674866961971,105.19674866961971
1866,-100.1,100.1
1867,-100.15752895752895,100.15752895752895
1868,-107.09694368835906,107.09694368835906
1869,-105.282666265402,105.282666265402
1870,-104.97705754992859,104.97705754992859
1871,-100.1,100.1
1872,-104.02105608476768,104.02105608476768
1873,-102.08013266932447,102.08013266932447
1874,0.0,-0.0
1875,-106.14323776126623,106.14323776126623
1876,-100.1,100.1
1877,-102.08013266932447,102.08013266932447
1878,-103.05544664514917,103.05544664514917
1879,-105.9332148083431,105.9332148083431
1880,-100.1,100.1
1881,-104.09999857197606,104.09999857197606
