method,num_test_seeds,mean_total_critical_paths,mean_found_after_20,mean_found_after_50,mean_found_after_100,mean_attempts_to_find_all,mean_recall_at_20,mean_recall_at_50,mean_recall_at_100,mean_runtime_seconds,notes
PIO_GCN_Top20,3,55.333333333333336,12.0,,,,0.21598712022440833,,,26.63462996482849,full ordered N-2 truth; formal small RTS-79 experiment
PIO_GCN_Top50,3,55.333333333333336,,19.0,,,,0.3427087037256529,,26.63462996482849,full ordered N-2 truth; formal small RTS-79 experiment
PIO_GCN_Top100,3,55.333333333333336,,,23.333333333333332,,,,0.42125162972620595,26.63462996482849,full ordered N-2 truth; formal small RTS-79 experiment
original_GCN_path_prob,3,55.333333333333336,5.666666666666667,7.0,8.0,1400.0,0.10120303425388172,0.12497333175299279,0.1435048002844613,3.2136711279551187,weak paper-feature model trained inside this small experiment; preliminary result
LODF_yP,3,55.333333333333336,2.0,8.0,11.666666666666666,1272.0,0.036241159969973534,0.1442653391805934,0.2098652759669709,1.8934539953867595,physical-rule ranking baseline
random,3,55.333333333333336,0.6666666666666666,1.3333333333333333,3.0,1390.0,0.012470862470862472,0.024592074592074593,0.05477262850144205,0.0003234545389811198,fixed random seed per test seed
line_order,3,55.333333333333336,0.6666666666666666,1.6666666666666667,3.6666666666666665,1287.6666666666667,0.011299435028248588,0.02942001501323535,0.06566117498320888,0.00011698404947916667,line-number order baseline
oracle,3,55.333333333333336,20.0,50.0,55.333333333333336,55.333333333333336,0.3624115996997353,0.9060289992493381,1.0,0.0016093254089355469,upper bound only; not a deployable search method
