method,top_k,num_test_seeds,mean_total_critical_paths,mean_critical_found,std_critical_found,mean_critical_path_recall,std_critical_path_recall,mean_total_load_shed_found_mw,mean_runtime_seconds,notes
PIO_GCN_Top20,20,3,55.333333333333336,12.0,2.160246899469287,0.21598712022440833,0.033401441460460805,4219.060715746157,26.63462996482849,full ordered N-2 truth; formal small RTS-79 experiment
PIO_GCN_Top50,50,3,55.333333333333336,19.0,2.160246899469287,0.3427087037256529,0.02615603221458869,5790.180727670267,26.63462996482849,full ordered N-2 truth; formal small RTS-79 experiment
PIO_GCN_Top100,100,3,55.333333333333336,23.333333333333332,1.8856180831641267,0.42125162972620595,0.0166567904752544,6534.054272421297,26.63462996482849,full ordered N-2 truth; formal small RTS-79 experiment
