num_cases,dynamic_unstable_count,frequency_nadir_below_threshold,rotor_angle_above_threshold,relay_violation_not_eliminated,sim_failed,security_load_shed_only,mixed_reasons,frequency_nadir_hz_min,frequency_nadir_hz_mean,frequency_nadir_hz_max,frequency_zenith_hz_min,frequency_zenith_hz_mean,frequency_zenith_hz_max,max_rotor_angle_separation_deg_min,max_rotor_angle_separation_deg_mean,max_rotor_angle_separation_deg_max,max_line_loading_ratio_min,max_line_loading_ratio_mean,max_line_loading_ratio_max,total_dynamic_load_shed_mw,passive_relay_trip_count,security_redispatch_count,cases_with_security_action_but_no_frequency_or_angle_instability,cases_with_frequency_or_angle_instability_but_no_relay_or_security_action
20,20,20,20,0,0,0,20,48.0114304278038,48.212432845132334,48.3635530679254,51.7952791431765,51.93209952718271,51.9972137763242,388.841594461378,660.2295410875001,905.220252769689,1.03686811061921,1.0545611655266627,1.06763795304527,231.32117491281207,0,38,0,0
