seed,total_critical_paths,num_ordered_n2_paths,pio_found_at_20,pio_recall_at_20,pio_found_at_50,pio_recall_at_50,pio_found_at_100,pio_recall_at_100,pio_found_at_200,pio_recall_at_200
20260725,52,1406,10,0.1923076923076923,16,0.3076923076923077,21,0.4038461538461538,24,0.4615384615384615
