seed,total_critical_paths,num_ordered_n2_paths,pio_found_at_20,pio_recall_at_20,pio_found_at_50,pio_recall_at_50,pio_found_at_100,pio_recall_at_100,pio_found_at_200,pio_recall_at_200
20260722,55,1406,14,0.2545454545454545,17,0.3090909090909091,22,0.4,29,0.5272727272727272
20260723,52,1406,9,0.173076923076923,18,0.3461538461538461,22,0.4230769230769231,27,0.5192307692307693
20260724,59,1406,13,0.2203389830508474,22,0.3728813559322034,26,0.4406779661016949,31,0.5254237288135594
20260725,52,1406,10,0.1923076923076923,16,0.3076923076923077,21,0.4038461538461538,24,0.4615384615384615
20260726,65,1406,14,0.2153846153846154,23,0.3538461538461538,29,0.4461538461538462,37,0.5692307692307692
