no_trip_dynamic_unstable,no_trip_frequency_nadir_hz,no_trip_frequency_zenith_hz,no_trip_final_mean_frequency_hz,no_trip_max_rotor_angle_separation_deg,no_trip_max_rotor_angle_separation_coi_deg,pre_event_frequency_drift_hz_per_s,pre_event_angle_spread_growth_deg_per_s,initial_pm_pe_residual_norm,initial_pm_pe_max_abs_residual,mean_pm,mean_pe,total_load_mw,total_generation_mw,sanity_passed,dynamic_model_equilibrium_failed
False,50.0,50.0,50.0,18.671415861494207,18.671415861494207,0.0,0.0,0.0,0.0,-6.7286243916676156e-18,-6.7286243916676156e-18,3125.9077529188858,3125.9077529188867,True,False
