variant,use_pretrain,use_mask,mean_episode_return,mean_negative_return,mean_num_invalid_actions,mean_num_proactive_actions,mean_num_generations,mean_num_line_outages,mean_load_shed_MW,pf_failed_ratio
A_no_pretrain_no_mask,False,False,-83.62926221308153,83.62926221308153,0.0,1.1,1.1,5.27,15.702431820869446,0.81
B_no_pretrain_mask,False,True,-83.62926221308153,83.62926221308153,0.0,1.1,1.1,5.27,15.702431820869446,0.81
C_pretrain_no_mask,True,False,-83.62926221308153,83.62926221308153,0.0,1.1,1.1,5.27,15.702431820869446,0.81
D_pretrain_mask_proposed,True,True,-83.62926221308153,83.62926221308153,0.0,1.1,1.1,5.27,15.702431820869446,0.81
