step,episode,episode_return,negative_return,initial_outages,initial_outage_type,initial_outage_order,chronic_index,policy_loss,value_loss,entropy,approx_kl,clip_fraction,num_generations,num_line_outages,load_shed_MW,num_proactive_actions,num_invalid_actions
507,441,-103.36146182159496,103.36146182159496,"14,15",common_bus_N-2,2,830,0.0,0.0,0.0,0.0,0.0,2,6,37.26024534702301,2,0
508,442,-0.1,0.1,18,N-1,1,1417,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
509,443,-106.16946853145079,106.16946853145079,8,N-1,1,334,0.0,0.0,0.0,0.0,0.0,1,8,71.96614612340927,1,0
510,444,-102.32392863877477,102.32392863877477,"5,8",common_bus_N-2,2,197,0.0,0.0,0.0,0.0,0.0,1,5,63.34849948883057,1,0
511,445,-0.1,0.1,4,N-1,1,224,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
512,446,-103.50980618943804,103.50980618943804,8,N-1,1,498,0.0,0.0,0.0,0.0,0.0,1,5,111.00540512800217,1,0
514,447,-108.68530701727059,108.68530701727059,4,N-1,1,965,0.0,0.0,0.0,0.0,0.0,2,10,195.63046575784682,2,0
515,448,-100.1,100.1,13,N-1,1,929,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
517,449,-103.28978517897697,103.28978517897697,"12,18",common_bus_N-2,2,1685,0.0,0.0,0.0,0.0,0.0,2,6,22.327751231193545,2,0
518,450,-100.1,100.1,"7,13",common_bus_N-2,2,1385,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
519,451,-104.4823363735266,104.4823363735266,"6,8",common_bus_N-2,2,435,0.0,0.0,0.0,0.0,0.0,1,6,173.64497916698457,0,0
520,452,0.0,-0.0,"18,19",common_bus_N-2,2,1911,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
521,453,-100.1,100.1,"3,6",common_bus_N-2,2,264,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
522,454,-100.308197457988,100.308197457988,2,N-1,1,1407,0.0,0.0,0.0,0.0,0.0,1,2,41.90063427686691,1,0
523,455,-0.1,0.1,10,N-1,1,1100,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
524,456,-100.1,100.1,17,N-1,1,1573,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
525,457,-100.1,100.1,"7,13",common_bus_N-2,2,1867,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
526,458,-106.44795153933823,106.44795153933823,"0,4",common_bus_N-2,2,139,0.0,0.0,0.0,0.0,0.0,1,9,161.17572462558743,1,0
527,459,-100.1,100.1,"0,1",common_bus_N-2,2,39,0.0,0.0,0.0,0.0,0.0,1,3,151.98763865232468,1,0
529,460,-102.19501662508318,102.19501662508318,7,N-1,1,845,0.0,0.0,0.0,0.0,0.0,2,4,0.0,2,0
530,461,-104.27935724306883,104.27935724306883,"8,14",common_bus_N-2,2,1333,0.0,0.0,0.0,0.0,0.0,1,7,64.37306916117669,1,0
531,462,-107.04000870492128,107.04000870492128,1,N-1,1,202,0.0,0.0,0.0,0.0,0.0,1,9,44.42458748817444,1,0
532,463,-102.44728935257481,102.44728935257481,"3,4",common_bus_N-2,2,210,0.0,0.0,0.0,0.0,0.0,1,4,106.8000995337963,0,0
533,464,-100.1,100.1,"9,10",common_bus_N-2,2,199,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
534,465,-104.02105608476768,104.02105608476768,"3,7",common_bus_N-2,2,1179,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
535,466,-100.0,100.0,"7,14",common_bus_N-2,2,773,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
536,467,-102.28857421568753,102.28857421568753,"10,11",common_bus_N-2,2,800,0.0,0.0,0.0,0.0,0.0,1,5,48.01280173659325,1,0
537,468,-106.42054656808502,106.42054656808502,14,N-1,1,187,0.0,0.0,0.0,0.0,0.0,1,8,134.25487518310547,1,0
540,469,-105.40835392761228,105.40835392761228,6,N-1,1,1494,0.0,0.0,0.0,0.0,0.0,3,7,34.13206574320793,3,0
542,470,-104.15544664514918,104.15544664514918,3,N-1,1,1293,0.0,0.0,0.0,0.0,0.0,2,6,0.0,2,0
543,471,-103.34165267025816,103.34165267025816,"5,7",common_bus_N-2,2,1991,0.0,0.0,0.0,0.0,0.0,1,6,61.2604444026947,1,0
544,472,-100.1,100.1,17,N-1,1,354,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
545,473,-100.1,100.1,13,N-1,1,268,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
546,474,-102.166471374112,102.166471374112,"8,16",common_bus_N-2,2,1008,0.0,0.0,0.0,0.0,0.0,1,5,24.971880125999448,1,0
547,475,-105.19883567235092,105.19883567235092,"10,12",common_bus_N-2,2,1617,0.0,0.0,0.0,0.0,0.0,1,8,53.00249561667442,1,0
548,476,-102.18978517897698,102.18978517897698,"15,16",common_bus_N-2,2,345,0.0,0.0,0.0,0.0,0.0,1,5,32.85714631080627,1,0
549,477,-100.1,100.1,"3,6",common_bus_N-2,2,12,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
550,478,-104.97705754992859,104.97705754992859,"3,8",common_bus_N-2,2,50,0.0,0.0,0.0,0.0,0.0,1,8,0.0,1,0
551,479,0.0,-0.0,"18,19",common_bus_N-2,2,842,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
553,480,-107.06231098053172,107.06231098053172,"3,7",common_bus_N-2,2,1711,0.0,0.0,0.0,0.0,0.0,2,9,17.6957088470459,1,0
555,481,-107.22062390657544,107.22062390657544,12,N-1,1,691,0.0,0.0,0.0,0.0,0.0,2,8,70.45387530326843,1,0
556,482,-102.18666740537081,102.18666740537081,16,N-1,1,1296,0.0,0.0,0.0,0.0,0.0,1,4,29.130804979801184,1,0
557,483,-100.1,100.1,"15,17",common_bus_N-2,2,783,0.0,0.0,0.0,0.0,0.0,1,3,8.427074253559113,1,0
558,484,-104.28053756046832,104.28053756046832,2,N-1,1,1568,0.0,0.0,0.0,0.0,0.0,1,6,72.02120096683502,1,0
560,485,-102.19501662508318,102.19501662508318,"10,11",common_bus_N-2,2,1239,0.0,0.0,0.0,0.0,0.0,2,5,0.0,2,0
561,486,-110.33687832290458,110.33687832290458,"6,9",common_bus_N-2,2,967,0.0,0.0,0.0,0.0,0.0,1,13,220.2578510761261,1,0
562,487,-102.22264331246764,102.22264331246764,"3,5",common_bus_N-2,2,897,0.0,0.0,0.0,0.0,0.0,1,4,64.22155795097352,0,0
563,488,-100.1,100.1,"11,12",common_bus_N-2,2,285,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
564,489,-106.51977963396776,106.51977963396776,"10,12",common_bus_N-2,2,729,0.0,0.0,0.0,0.0,0.0,1,9,176.0482612848282,1,0
565,490,-100.1,100.1,"2,5",common_bus_N-2,2,1405,0.0,0.0,0.0,0.0,0.0,1,3,49.10507740974427,1,0
566,491,-101.24726878236115,101.24726878236115,"5,8",common_bus_N-2,2,1491,0.0,0.0,0.0,0.0,0.0,1,3,64.48501861095428,0,0
567,492,-106.12972424775272,106.12972424775272,"9,11",common_bus_N-2,2,1466,0.0,0.0,0.0,0.0,0.0,1,9,48.29660507440567,1,0
568,493,-101.04379676260737,101.04379676260737,"7,8",common_bus_N-2,2,1676,0.0,0.0,0.0,0.0,0.0,1,3,9.193568766117096,0,0
569,494,-106.39131327980185,106.39131327980185,"3,6",common_bus_N-2,2,1331,0.0,0.0,0.0,0.0,0.0,1,8,132.46724231243132,0,0
571,495,-104.2693462590488,104.2693462590488,"14,15",common_bus_N-2,2,1791,0.0,0.0,0.0,0.0,0.0,2,7,30.52198415994644,2,0
572,496,-105.61521065018049,105.61521065018049,"12,19",common_bus_N-2,2,128,0.0,0.0,0.0,0.0,0.0,1,8,194.65220975875857,1,0
574,497,-103.6841899932949,103.6841899932949,4,N-1,1,337,0.0,0.0,0.0,0.0,0.0,2,4,179.3791754126549,1,0
575,498,-101.09501662508319,101.09501662508319,"4,9",common_bus_N-2,2,1673,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
576,499,-105.44396088398854,105.44396088398854,"11,12",common_bus_N-2,2,1816,0.0,0.0,0.0,0.0,0.0,1,8,128.0777940750122,1,0
577,500,-103.64033051039975,103.64033051039975,5,N-1,1,954,0.0,0.0,0.0,0.0,0.0,1,5,181.94911535978315,1,0
578,501,-104.55454180941982,104.55454180941982,"1,6",common_bus_N-2,2,184,0.0,0.0,0.0,0.0,0.0,1,7,138.3825834751129,1,0
580,502,-111.44312560293079,111.44312560293079,"3,7",common_bus_N-2,2,1892,0.0,0.0,0.0,0.0,0.0,2,13,164.0549237012863,1,0
581,503,-103.43815433791899,103.43815433791899,"0,2",common_bus_N-2,2,200,0.0,0.0,0.0,0.0,0.0,1,6,94.0531088113785,1,0
582,504,-100.1,100.1,"7,14",common_bus_N-2,2,839,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
583,505,-103.55131799018548,103.55131799018548,"18,19",common_bus_N-2,2,1581,0.0,0.0,0.0,0.0,0.0,1,6,133.70119059085846,1,0
584,506,-110.31513817525162,110.31513817525162,"1,4",common_bus_N-2,2,1597,0.0,0.0,0.0,0.0,0.0,1,13,183.71468160152435,1,0
585,507,-104.07248391252185,104.07248391252185,"9,12",common_bus_N-2,2,1064,0.0,0.0,0.0,0.0,0.0,1,6,34.85630524754524,0,0
586,508,-107.41090338936293,107.41090338936293,7,N-1,1,109,0.0,0.0,0.0,0.0,0.0,1,9,168.92433385849,1,0
587,509,-100.1,100.1,"3,6",common_bus_N-2,2,928,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
588,510,-102.27112915824452,102.27112915824452,0,N-1,1,1402,0.0,0.0,0.0,0.0,0.0,1,4,35.47904145717621,1,0
589,511,-100.1,100.1,"2,3",common_bus_N-2,2,1801,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
590,512,-103.48195676246122,103.48195676246122,0,N-1,1,544,0.0,0.0,0.0,0.0,0.0,1,5,102.90446710586549,1,0
591,513,-106.1135807056,106.1135807056,"12,18",common_bus_N-2,2,1803,0.0,0.0,0.0,0.0,0.0,1,9,54.61897643804551,1,0
592,514,-100.1,100.1,"15,17",common_bus_N-2,2,348,0.0,0.0,0.0,0.0,0.0,1,3,10.681461811065674,1,0
593,515,-0.1,0.1,5,N-1,1,2000,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
594,516,-107.41375977674979,107.41375977674979,"10,12",common_bus_N-2,2,1560,0.0,0.0,0.0,0.0,0.0,1,10,157.25993396043776,1,0
595,517,-100.1,100.1,"8,14",common_bus_N-2,2,540,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
596,518,0.0,-0.0,19,N-1,1,647,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
597,519,-103.28100598673463,103.28100598673463,"10,11",common_bus_N-2,2,1250,0.0,0.0,0.0,0.0,0.0,1,6,65.22778415679932,1,0
598,520,-100.1,100.1,"15,17",common_bus_N-2,2,946,0.0,0.0,0.0,0.0,0.0,1,3,10.773074269294739,1,0
599,521,-103.28874431773123,103.28874431773123,"10,11",common_bus_N-2,2,605,0.0,0.0,0.0,0.0,0.0,1,6,65.0662950873375,1,0
600,522,-100.1,100.1,"7,14",common_bus_N-2,2,731,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
601,523,-103.49390001258156,103.49390001258156,"0,2",common_bus_N-2,2,1064,0.0,0.0,0.0,0.0,0.0,1,6,100.92507195472719,1,0
602,524,-107.45612417830388,107.45612417830388,"6,7",common_bus_N-2,2,63,0.0,0.0,0.0,0.0,0.0,1,10,174.51044158935548,1,0
604,525,-103.18013266932446,103.18013266932446,"10,11",common_bus_N-2,2,464,0.0,0.0,0.0,0.0,0.0,2,6,0.0,2,0
605,526,-103.13764715980821,103.13764715980821,"8,15",common_bus_N-2,2,1422,0.0,0.0,0.0,0.0,0.0,1,6,16.772709727287292,1,0
606,527,-102.34102779178122,102.34102779178122,14,N-1,1,1102,0.0,0.0,0.0,0.0,0.0,1,4,53.076029777526855,1,0
607,528,-100.1,100.1,"2,3",common_bus_N-2,2,1818,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
608,529,-104.54060845166401,104.54060845166401,"0,4",common_bus_N-2,2,108,0.0,0.0,0.0,0.0,0.0,1,7,160.63339912891388,1,0
609,530,-100.1,100.1,"7,14",common_bus_N-2,2,474,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
610,531,-107.39296991235733,107.39296991235733,"2,3",common_bus_N-2,2,210,0.0,0.0,0.0,0.0,0.0,1,10,121.70485462546347,1,0
611,532,-106.49843712780637,106.49843712780637,"2,3",common_bus_N-2,2,1820,0.0,0.0,0.0,0.0,0.0,1,9,164.41832242012023,1,0
612,533,-0.1,0.1,"4,6",common_bus_N-2,2,1939,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
614,534,-106.13604315840038,106.13604315840038,"5,7",common_bus_N-2,2,522,0.0,0.0,0.0,0.0,0.0,2,8,27.595094072818757,1,0
615,535,-103.05544664514917,103.05544664514917,7,N-1,1,1535,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
616,536,-102.17364786651744,102.17364786651744,"14,16",common_bus_N-2,2,1506,0.0,0.0,0.0,0.0,0.0,1,5,24.515041828155518,1,0
617,537,-109.31102546485299,109.31102546485299,"1,9",common_bus_N-2,2,203,0.0,0.0,0.0,0.0,0.0,1,12,143.9839442372322,1,0
619,538,-110.53654525500649,110.53654525500649,11,N-1,1,1067,0.0,0.0,0.0,0.0,0.0,2,12,135.98160922527313,2,0
620,539,-103.45523229701006,103.45523229701006,0,N-1,1,880,0.0,0.0,0.0,0.0,0.0,1,5,98.10869985818863,1,0
621,540,-103.29469384533179,103.29469384533179,"2,4",common_bus_N-2,2,1906,0.0,0.0,0.0,0.0,0.0,1,6,58.26995952129364,1,0
622,541,-104.16833603483587,104.16833603483587,"9,10",common_bus_N-2,2,98,0.0,0.0,0.0,0.0,0.0,1,7,44.96655985116958,1,0
623,542,0.0,-0.0,19,N-1,1,1074,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
624,543,-100.0,100.0,"11,18",common_bus_N-2,2,1028,0.0,0.0,0.0,0.0,0.0,1,2,6.326300287246704,0,0
625,544,-100.1,100.1,13,N-1,1,1450,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
626,545,-106.12972424775272,106.12972424775272,9,N-1,1,1040,0.0,0.0,0.0,0.0,0.0,1,8,53.560824966430665,1,0
627,546,-105.49191093858967,105.49191093858967,"1,6",common_bus_N-2,2,411,0.0,0.0,0.0,0.0,0.0,1,7,198.42546852827076,0,0
628,547,-104.19248465619626,104.19248465619626,"8,14",common_bus_N-2,2,1596,0.0,0.0,0.0,0.0,0.0,1,7,45.088483572006226,1,0
629,548,-0.1,0.1,19,N-1,1,1741,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
630,549,-100.1,100.1,"10,17",common_bus_N-2,2,1874,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
631,550,-101.46058180986088,101.46058180986088,1,N-1,1,1453,0.0,0.0,0.0,0.0,0.0,1,3,79.58583080768585,1,0
632,551,-100.1,100.1,"16,19",common_bus_N-2,2,1458,0.0,0.0,0.0,0.0,0.0,1,3,13.305205422639848,1,0
633,552,-107.35951795051521,107.35951795051521,3,N-1,1,687,0.0,0.0,0.0,0.0,0.0,1,8,196.9862988829613,0,0
634,553,-102.2133373025291,102.2133373025291,"11,12",common_bus_N-2,2,604,0.0,0.0,0.0,0.0,0.0,1,5,35.15374159812927,1,0
635,554,-104.46199738324621,104.46199738324621,0,N-1,1,558,0.0,0.0,0.0,0.0,0.0,1,6,106.85316771268845,1,0
636,555,-104.44965754190392,104.44965754190392,"2,3",common_bus_N-2,2,1713,0.0,0.0,0.0,0.0,0.0,1,7,88.18375532627105,1,0
637,556,-100.1,100.1,"0,1",common_bus_N-2,2,90,0.0,0.0,0.0,0.0,0.0,1,3,166.69155883789062,1,0
638,557,-100.1,100.1,"16,19",common_bus_N-2,2,24,0.0,0.0,0.0,0.0,0.0,1,3,14.170110112428665,1,0
639,558,-106.08656389344888,106.08656389344888,"7,8",common_bus_N-2,2,364,0.0,0.0,0.0,0.0,0.0,1,9,52.844974637031555,1,0
640,559,-100.1,100.1,"16,19",common_bus_N-2,2,1091,0.0,0.0,0.0,0.0,0.0,1,3,11.9492331802845,1,0
641,560,-105.57026949186638,105.57026949186638,"2,3",common_bus_N-2,2,708,0.0,0.0,0.0,0.0,0.0,1,8,187.85156868696214,1,0
642,561,-106.0637706726934,106.0637706726934,"3,7",common_bus_N-2,2,612,0.0,0.0,0.0,0.0,0.0,1,9,39.28087166547776,1,0
643,562,-106.41405718113798,106.41405718113798,"3,7",common_bus_N-2,2,1880,0.0,0.0,0.0,0.0,0.0,1,9,136.82722539901732,1,0
644,563,-100.1,100.1,"9,10",common_bus_N-2,2,387,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
645,564,-100.1,100.1,"3,7",common_bus_N-2,2,1617,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
647,565,-105.23179467622207,105.23179467622207,"14,15",common_bus_N-2,2,1362,0.0,0.0,0.0,0.0,0.0,2,7,39.81567863225937,1,0
648,566,-105.0867100595811,105.0867100595811,12,N-1,1,88,0.0,0.0,0.0,0.0,0.0,1,7,34.88125123977662,1,0
650,567,-107.09733097793574,107.09733097793574,"3,5",common_bus_N-2,2,513,0.0,0.0,0.0,0.0,0.0,2,9,30.345889198780057,1,0
651,568,-102.2133373025291,102.2133373025291,16,N-1,1,129,0.0,0.0,0.0,0.0,0.0,1,4,42.10948294401169,1,0
652,569,-104.2080922713987,104.2080922713987,"12,18",common_bus_N-2,2,588,0.0,0.0,0.0,0.0,0.0,1,7,47.46111869812012,1,0
653,570,-105.12782330427844,105.12782330427844,9,N-1,1,1050,0.0,0.0,0.0,0.0,0.0,1,7,36.980210608243944,1,0
654,571,-110.25967909328452,110.25967909328452,"8,14",common_bus_N-2,2,1824,0.0,0.0,0.0,0.0,0.0,1,13,188.58503444194793,1,0
655,572,-0.1,0.1,"14,15",common_bus_N-2,2,1680,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
656,573,0.0,-0.0,19,N-1,1,478,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
657,574,0.0,-0.0,18,N-1,1,1610,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
658,575,-105.13714871488396,105.13714871488396,"9,11",common_bus_N-2,2,1190,0.0,0.0,0.0,0.0,0.0,1,8,40.36639592051506,1,0
659,576,-103.21121270552605,103.21121270552605,"5,8",common_bus_N-2,2,1858,0.0,0.0,0.0,0.0,0.0,1,5,74.21844964027405,0,0
660,577,-106.22213225168738,106.22213225168738,"5,6",common_bus_N-2,2,1716,0.0,0.0,0.0,0.0,0.0,1,9,63.33900743722914,1,0
661,578,-0.1,0.1,"12,19",common_bus_N-2,2,1732,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
662,579,-0.1,0.1,6,N-1,1,1620,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
663,580,0.0,-0.0,18,N-1,1,251,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
664,581,-103.45137346640949,103.45137346640949,"1,6",common_bus_N-2,2,1090,0.0,0.0,0.0,0.0,0.0,1,6,80.30759277939796,1,0
665,582,-102.32723691642872,102.32723691642872,"14,15",common_bus_N-2,2,1144,0.0,0.0,0.0,0.0,0.0,1,5,53.542274475097656,1,0
666,583,-0.1,0.1,4,N-1,1,1820,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
667,584,-100.1,100.1,"2,5",common_bus_N-2,2,1567,0.0,0.0,0.0,0.0,0.0,1,3,69.28417818546295,1,0
668,585,-107.45796512597613,107.45796512597613,"3,5",common_bus_N-2,2,698,0.0,0.0,0.0,0.0,0.0,1,10,196.3993833899498,1,0
669,586,-100.49367437577594,100.49367437577594,0,N-1,1,1943,0.0,0.0,0.0,0.0,0.0,1,2,86.08748143911362,1,0
670,587,-100.1,100.1,"2,4",common_bus_N-2,2,132,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
671,588,-104.04212025803092,104.04212025803092,"6,9",common_bus_N-2,2,1403,0.0,0.0,0.0,0.0,0.0,1,6,24.761985200643537,0,0
672,589,-104.44809161570434,104.44809161570434,"2,3",common_bus_N-2,2,786,0.0,0.0,0.0,0.0,0.0,1,7,101.06241235733033,1,0
673,590,-100.1,100.1,"0,1",common_bus_N-2,2,1346,0.0,0.0,0.0,0.0,0.0,1,3,117.74859148263931,1,0
674,591,-100.30972295557604,100.30972295557604,"5,7",common_bus_N-2,2,1713,0.0,0.0,0.0,0.0,0.0,1,3,43.150011491775516,1,0
675,592,-100.1,100.1,"16,19",common_bus_N-2,2,1512,0.0,0.0,0.0,0.0,0.0,1,3,16.21757572889328,1,0
676,593,-0.1,0.1,8,N-1,1,1651,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
677,594,-0.1,0.1,18,N-1,1,1645,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
678,595,-100.1,100.1,"14,16",common_bus_N-2,2,1672,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
680,596,-109.19417018809028,109.19417018809028,19,N-1,1,1086,0.0,0.0,0.0,0.0,0.0,2,11,49.62161358594895,2,0
681,597,-100.1,100.1,"7,14",common_bus_N-2,2,1642,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
682,598,-103.3849649590313,103.3849649590313,"0,4",common_bus_N-2,2,1654,0.0,0.0,0.0,0.0,0.0,1,6,69.32556694746017,1,0
683,599,-100.1,100.1,"10,17",common_bus_N-2,2,445,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
685,600,-102.19501662508318,102.19501662508318,"5,7",common_bus_N-2,2,1039,0.0,0.0,0.0,0.0,0.0,2,5,0.0,2,0
686,601,-100.1,100.1,"13,14",common_bus_N-2,2,581,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
687,602,-110.30931319115808,110.30931319115808,"6,9",common_bus_N-2,2,1834,0.0,0.0,0.0,0.0,0.0,1,13,212.2337946653366,1,0
689,603,-102.19501662508318,102.19501662508318,"5,7",common_bus_N-2,2,1161,0.0,0.0,0.0,0.0,0.0,2,5,0.0,2,0
690,604,-108.28825331780936,108.28825331780936,"3,6",common_bus_N-2,2,1005,0.0,0.0,0.0,0.0,0.0,1,10,178.7096853017807,0,0
691,605,-105.47583524636627,105.47583524636627,2,N-1,1,733,0.0,0.0,0.0,0.0,0.0,1,6,177.96015692949294,0,0
692,606,-104.55897100014086,104.55897100014086,7,N-1,1,1822,0.0,0.0,0.0,0.0,0.0,1,6,153.77249797582627,1,0
693,607,-100.1,100.1,"8,14",common_bus_N-2,2,1691,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
694,608,-110.30065294046992,110.30065294046992,"6,9",common_bus_N-2,2,626,0.0,0.0,0.0,0.0,0.0,1,13,203.50627794265748,1,0
695,609,-102.38537148790353,102.38537148790353,"5,6",common_bus_N-2,2,1873,0.0,0.0,0.0,0.0,0.0,1,5,86.82891398668289,1,0
697,610,-109.17059072293992,109.17059072293992,7,N-1,1,1267,0.0,0.0,0.0,0.0,0.0,2,11,61.89312422275543,2,0
698,611,-100.1,100.1,"10,17",common_bus_N-2,2,635,0.0,0.0,0.0,0.0,0.0,1,3,5.9500274658203125,1,0
699,612,-101.22822125828782,101.22822125828782,"10,11",common_bus_N-2,2,247,0.0,0.0,0.0,0.0,0.0,1,4,30.18412756919861,1,0
701,613,-103.18013266932446,103.18013266932446,"4,6",common_bus_N-2,2,1909,0.0,0.0,0.0,0.0,0.0,2,6,0.0,2,0
703,614,-102.59157982074112,102.59157982074112,16,N-1,1,211,0.0,0.0,0.0,0.0,0.0,2,4,93.80811554193497,2,0
704,615,-0.1,0.1,"10,12",common_bus_N-2,2,1377,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
705,616,-100.1,100.1,"3,8",common_bus_N-2,2,1501,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
706,617,-102.23775466623084,102.23775466623084,"18,19",common_bus_N-2,2,605,0.0,0.0,0.0,0.0,0.0,1,5,43.9604872584343,1,0
707,618,-101.2046691347357,101.2046691347357,18,N-1,1,38,0.0,0.0,0.0,0.0,0.0,1,3,29.604129600524903,1,0
708,619,-104.4807481886672,104.4807481886672,"0,4",common_bus_N-2,2,1170,0.0,0.0,0.0,0.0,0.0,1,7,110.72180128097534,1,0
709,620,-0.1,0.1,"10,12",common_bus_N-2,2,1677,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
711,621,-107.72085252931778,107.72085252931778,11,N-1,1,290,0.0,0.0,0.0,0.0,0.0,2,9,149.59206193685532,2,0
712,622,-103.5107792017103,103.5107792017103,"0,2",common_bus_N-2,2,1015,0.0,0.0,0.0,0.0,0.0,1,5,151.1087891459465,0,0
714,623,-102.25254558261214,102.25254558261214,"1,6",common_bus_N-2,2,1691,0.0,0.0,0.0,0.0,0.0,2,5,11.317024648189545,2,0
716,624,-107.48738198844093,107.48738198844093,"8,15",common_bus_N-2,2,763,0.0,0.0,0.0,0.0,0.0,2,10,110.52347524166107,2,0
717,625,-108.29070806835315,108.29070806835315,"9,10",common_bus_N-2,2,2007,0.0,0.0,0.0,0.0,0.0,1,11,114.14377361536026,1,0
719,626,-103.20368479287659,103.20368479287659,"10,11",common_bus_N-2,2,1889,0.0,0.0,0.0,0.0,0.0,2,6,6.256886184215546,2,0
720,627,-103.66968828883664,103.66968828883664,"2,4",common_bus_N-2,2,63,0.0,0.0,0.0,0.0,0.0,1,6,180.00078938007354,1,0
721,628,-100.1,100.1,"6,7",common_bus_N-2,2,1299,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
722,629,-102.32224465302004,102.32224465302004,"5,7",common_bus_N-2,2,29,0.0,0.0,0.0,0.0,0.0,1,5,61.71045852899552,1,0
723,630,-101.98013266932448,101.98013266932448,"9,11",common_bus_N-2,2,1345,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0,0
724,631,-105.51962104168088,105.51962104168088,8,N-1,1,110,0.0,0.0,0.0,0.0,0.0,1,7,169.28996539115906,1,0
725,632,-100.24814814814815,100.24814814814815,"0,1",common_bus_N-2,2,673,0.0,0.0,0.0,0.0,0.0,1,3,199.59154045581818,1,0
726,633,0.0,-0.0,"8,15",common_bus_N-2,2,1167,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
727,634,-100.1,100.1,13,N-1,1,1640,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
728,635,0.0,-0.0,18,N-1,1,1632,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
729,636,-100.1,100.1,"16,19",common_bus_N-2,2,169,0.0,0.0,0.0,0.0,0.0,1,3,15.659356462955476,1,0
730,637,-0.1,0.1,12,N-1,1,1135,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
732,638,-102.22898748052748,102.22898748052748,"18,19",common_bus_N-2,2,1511,0.0,0.0,0.0,0.0,0.0,2,5,9.454982650279995,2,0
733,639,-100.1,100.1,"11,18",common_bus_N-2,2,982,0.0,0.0,0.0,0.0,0.0,1,3,6.950627994537353,1,0
734,640,-106.0694774257096,106.0694774257096,10,N-1,1,1755,0.0,0.0,0.0,0.0,0.0,1,8,33.77400045990944,1,0
735,641,-103.285332848621,103.285332848621,"5,6",common_bus_N-2,2,1705,0.0,0.0,0.0,0.0,0.0,1,6,45.35473257303238,1,0
