step,episode,episode_return,negative_return,initial_outages,initial_outage_type,initial_outage_order,chronic_index,policy_loss,value_loss,entropy,approx_kl,clip_fraction,num_generations,num_line_outages,load_shed_MW,num_proactive_actions,num_invalid_actions
1037,905,-100.1,100.1,"7,13",common_bus_N-2,2,1262,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1038,906,-104.02105608476768,104.02105608476768,17,N-1,1,1257,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
1039,907,-102.44888587192666,102.44888587192666,"1,4",common_bus_N-2,2,1180,0.0,0.0,0.0,0.0,0.0,1,4,117.65575249791146,0,0
1040,908,-103.47094093281554,103.47094093281554,"1,4",common_bus_N-2,2,1710,0.0,0.0,0.0,0.0,0.0,1,6,81.52492495775223,1,0
1041,909,-103.05544664514917,103.05544664514917,"5,6",common_bus_N-2,2,738,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
1042,910,-102.32134965042334,102.32134965042334,"5,7",common_bus_N-2,2,215,0.0,0.0,0.0,0.0,0.0,1,5,56.947057700157174,1,0
1043,911,-107.20009024178668,107.20009024178668,"5,6",common_bus_N-2,2,18,0.0,0.0,0.0,0.0,0.0,1,10,85.22753471136093,1,0
1044,912,-102.64439572998107,102.64439572998107,4,N-1,1,1518,0.0,0.0,0.0,0.0,0.0,1,4,150.10177671909332,1,0
1045,913,-101.16663313634992,101.16663313634992,"14,16",common_bus_N-2,2,1932,0.0,0.0,0.0,0.0,0.0,1,4,16.130008578300476,1,0
1046,914,-100.1,100.1,"11,18",common_bus_N-2,2,1045,0.0,0.0,0.0,0.0,0.0,1,3,5.950167793035507,1,0
1047,915,-104.64510453892792,104.64510453892792,"1,6",common_bus_N-2,2,636,0.0,0.0,0.0,0.0,0.0,1,7,196.69437395334245,1,0
1048,916,-0.1,0.1,"5,6",common_bus_N-2,2,1658,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1049,917,-101.09501662508319,101.09501662508319,10,N-1,1,1458,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1050,918,-103.26649585306816,103.26649585306816,"6,8",common_bus_N-2,2,1728,0.0,0.0,0.0,0.0,0.0,1,6,46.98199075460434,1,0
1051,919,-0.1,0.1,"12,18",common_bus_N-2,2,1106,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1052,920,-102.2133373025291,102.2133373025291,"14,16",common_bus_N-2,2,1553,0.0,0.0,0.0,0.0,0.0,1,5,37.9599494934082,1,0
1053,921,-100.1,100.1,"13,14",common_bus_N-2,2,740,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1054,922,-100.1,100.1,3,N-1,1,1792,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1055,923,-103.32660965696039,103.32660965696039,3,N-1,1,455,0.0,0.0,0.0,0.0,0.0,1,5,78.66192219257356,1,0
1057,924,-109.08553259275288,109.08553259275288,"8,16",common_bus_N-2,2,64,0.0,0.0,0.0,0.0,0.0,2,10,82.0000352859497,0,0
1058,925,-100.1,100.1,13,N-1,1,261,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1059,926,0.0,-0.0,12,N-1,1,1605,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
1062,927,-108.2581935820383,108.2581935820383,"6,8",common_bus_N-2,2,532,0.0,0.0,0.0,0.0,0.0,3,9,58.37420654296875,1,0
1063,928,-0.1,0.1,3,N-1,1,1343,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1064,929,-103.1886512783538,103.1886512783538,"10,11",common_bus_N-2,2,424,0.0,0.0,0.0,0.0,0.0,1,6,43.03058838844299,1,0
1065,930,-102.08013266932447,102.08013266932447,11,N-1,1,1485,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
1066,931,-105.1194189614124,105.1194189614124,"6,7",common_bus_N-2,2,101,0.0,0.0,0.0,0.0,0.0,1,8,43.66525154113769,1,0
1068,932,-104.15544664514918,104.15544664514918,"6,8",common_bus_N-2,2,1867,0.0,0.0,0.0,0.0,0.0,2,7,0.0,2,0
1069,933,-105.05273322560426,105.05273322560426,12,N-1,1,662,0.0,0.0,0.0,0.0,0.0,1,7,24.92297229766846,1,0
1070,934,-105.10366773979531,105.10366773979531,"1,9",common_bus_N-2,2,1140,0.0,0.0,0.0,0.0,0.0,1,8,26.599022638797756,1,0
1072,935,-106.21301015821165,106.21301015821165,7,N-1,1,4,0.0,0.0,0.0,0.0,0.0,2,7,46.17648673057556,1,0
1073,936,-100.1,100.1,"16,19",common_bus_N-2,2,1790,0.0,0.0,0.0,0.0,0.0,1,3,16.177987372875215,1,0
1074,937,-100.1,100.1,"3,7",common_bus_N-2,2,250,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1075,938,-105.14848612135717,105.14848612135717,9,N-1,1,1077,0.0,0.0,0.0,0.0,0.0,1,7,39.20282421112061,1,0
1076,939,-101.2046691347357,101.2046691347357,"10,12",common_bus_N-2,2,1720,0.0,0.0,0.0,0.0,0.0,1,4,23.308587288856508,1,0
1077,940,-0.1,0.1,"8,16",common_bus_N-2,2,1934,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1078,941,-103.19762980203163,103.19762980203163,14,N-1,1,179,0.0,0.0,0.0,0.0,0.0,1,5,38.470758652687074,1,0
1079,942,-105.5409211164223,105.5409211164223,"0,3",common_bus_N-2,2,423,0.0,0.0,0.0,0.0,0.0,1,8,179.15488171577454,1,0
1081,943,-111.51812133489983,111.51812133489983,4,N-1,1,1885,0.0,0.0,0.0,0.0,0.0,2,13,163.46633352041243,2,0
1082,944,-100.1,100.1,"4,9",common_bus_N-2,2,135,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1083,945,-107.0756651631045,107.0756651631045,"4,9",common_bus_N-2,2,1511,0.0,0.0,0.0,0.0,0.0,1,10,59.85327954292297,1,0
1085,946,-107.46490405053277,107.46490405053277,3,N-1,1,800,0.0,0.0,0.0,0.0,0.0,2,8,106.81301774382591,1,0
1086,947,-0.1,0.1,12,N-1,1,342,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1087,948,-103.67191244181654,103.67191244181654,"3,4",common_bus_N-2,2,399,0.0,0.0,0.0,0.0,0.0,1,6,201.0873609662056,1,0
1088,949,-103.46866652772097,103.46866652772097,4,N-1,1,246,0.0,0.0,0.0,0.0,0.0,1,5,92.46267932653427,1,0
1089,950,-0.1,0.1,"8,16",common_bus_N-2,2,1739,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1090,951,-100.1,100.1,"9,12",common_bus_N-2,2,1913,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1091,952,-100.1,100.1,"8,14",common_bus_N-2,2,1019,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1092,953,-100.1,100.1,"10,17",common_bus_N-2,2,1458,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1093,954,-103.05544664514917,103.05544664514917,"10,11",common_bus_N-2,2,120,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
1094,955,-108.45438890921973,108.45438890921973,"1,9",common_bus_N-2,2,1877,0.0,0.0,0.0,0.0,0.0,1,11,186.2543396115303,1,0
1095,956,-100.1,100.1,"2,5",common_bus_N-2,2,1263,0.0,0.0,0.0,0.0,0.0,1,3,74.85376439094544,1,0
1096,957,-0.1,0.1,19,N-1,1,1202,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1097,958,-103.23470309862626,103.23470309862626,11,N-1,1,738,0.0,0.0,0.0,0.0,0.0,1,5,52.204393839836115,1,0
1099,959,-109.51978011971285,109.51978011971285,18,N-1,1,106,0.0,0.0,0.0,0.0,0.0,2,10,211.90775034427645,1,0
1100,960,-100.1,100.1,"8,15",common_bus_N-2,2,52,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1101,961,-103.40488189731629,103.40488189731629,"0,4",common_bus_N-2,2,1955,0.0,0.0,0.0,0.0,0.0,1,6,74.54555547237396,1,0
1102,962,-0.1,0.1,"18,19",common_bus_N-2,2,1769,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1103,963,-104.42819947975353,104.42819947975353,"5,7",common_bus_N-2,2,994,0.0,0.0,0.0,0.0,0.0,1,7,124.34252328872681,1,0
1104,964,-105.0535842419807,105.0535842419807,"7,8",common_bus_N-2,2,72,0.0,0.0,0.0,0.0,0.0,1,7,53.52098326683044,0,0
1106,965,-110.53427195594003,110.53427195594003,"3,8",common_bus_N-2,2,488,0.0,0.0,0.0,0.0,0.0,2,13,155.6603107213974,2,0
1108,966,-103.20368479287659,103.20368479287659,"10,11",common_bus_N-2,2,170,0.0,0.0,0.0,0.0,0.0,2,6,6.6044162750244135,2,0
1109,967,-103.59295508356654,103.59295508356654,"0,4",common_bus_N-2,2,816,0.0,0.0,0.0,0.0,0.0,1,6,120.97885036468506,1,0
1111,968,-108.5031881215879,108.5031881215879,"6,7",common_bus_N-2,2,492,0.0,0.0,0.0,0.0,0.0,2,10,144.47670460343363,1,0
1112,969,-106.27446931963829,106.27446931963829,"6,9",common_bus_N-2,2,1516,0.0,0.0,0.0,0.0,0.0,1,9,94.51408433914185,1,0
1113,970,-106.51790153220054,106.51790153220054,"12,18",common_bus_N-2,2,406,0.0,0.0,0.0,0.0,0.0,1,9,196.90097087621692,1,0
1114,971,-100.1,100.1,"7,13",common_bus_N-2,2,477,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1115,972,0.0,-0.0,"5,8",common_bus_N-2,2,1371,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
1116,973,-107.09108553199154,107.09108553199154,"4,9",common_bus_N-2,2,1316,0.0,0.0,0.0,0.0,0.0,1,10,58.19686996936798,1,0
1117,974,-104.02105608476768,104.02105608476768,3,N-1,1,703,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
1118,975,-104.4990583360392,104.4990583360392,"1,6",common_bus_N-2,2,1853,0.0,0.0,0.0,0.0,0.0,1,6,167.55460711717603,0,0
1119,976,-100.1,100.1,"0,1",common_bus_N-2,2,1747,0.0,0.0,0.0,0.0,0.0,1,3,92.80140173435211,1,0
1121,977,-107.30540565437622,107.30540565437622,"6,8",common_bus_N-2,2,1763,0.0,0.0,0.0,0.0,0.0,2,9,81.10623472929001,1,0
1122,978,-100.24814814814815,100.24814814814815,"0,1",common_bus_N-2,2,1704,0.0,0.0,0.0,0.0,0.0,1,3,93.992520570755,1,0
1123,979,-104.02105608476768,104.02105608476768,"5,8",common_bus_N-2,2,656,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
1124,980,-106.51494859774071,106.51494859774071,"3,6",common_bus_N-2,2,265,0.0,0.0,0.0,0.0,0.0,1,9,135.93397253751755,1,0
1125,981,-103.38762991547192,103.38762991547192,"0,3",common_bus_N-2,2,569,0.0,0.0,0.0,0.0,0.0,1,5,103.28674376010895,0,0
1126,982,-0.1,0.1,"3,7",common_bus_N-2,2,262,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1127,983,-100.1,100.1,"0,1",common_bus_N-2,2,1141,0.0,0.0,0.0,0.0,0.0,1,3,71.24482715129852,1,0
1129,984,-103.32878131797311,103.32878131797311,14,N-1,1,1208,0.0,0.0,0.0,0.0,0.0,2,5,40.54063665866852,2,0
1130,985,-109.32522850463212,109.32522850463212,"4,9",common_bus_N-2,2,1864,0.0,0.0,0.0,0.0,0.0,1,12,176.29807966947556,1,0
1131,986,-0.1,0.1,"18,19",common_bus_N-2,2,1176,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1132,987,-106.4215930130927,106.4215930130927,"6,7",common_bus_N-2,2,180,0.0,0.0,0.0,0.0,0.0,1,9,132.57817840576172,1,0
1133,988,-104.50768712580523,104.50768712580523,"6,7",common_bus_N-2,2,1238,0.0,0.0,0.0,0.0,0.0,1,6,171.0016705274582,0,0
1134,989,-105.57099321595973,105.57099321595973,"6,7",common_bus_N-2,2,633,0.0,0.0,0.0,0.0,0.0,1,8,178.03859287500381,1,0
1135,990,0.0,-0.0,"12,19",common_bus_N-2,2,1502,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
1136,991,-103.43269001419782,103.43269001419782,"1,6",common_bus_N-2,2,314,0.0,0.0,0.0,0.0,0.0,1,5,126.32612597942352,0,0
1137,992,-103.4176128917156,103.4176128917156,"2,3",common_bus_N-2,2,1664,0.0,0.0,0.0,0.0,0.0,1,6,74.85181641578676,1,0
1138,993,-100.1,100.1,"5,6",common_bus_N-2,2,1079,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1139,994,-104.11729585229814,104.11729585229814,"4,9",common_bus_N-2,2,1078,0.0,0.0,0.0,0.0,0.0,1,7,20.064573025703424,1,0
1140,995,-105.54531338774733,105.54531338774733,"18,19",common_bus_N-2,2,1273,0.0,0.0,0.0,0.0,0.0,1,8,160.09044637680051,1,0
1141,996,-0.1,0.1,11,N-1,1,1617,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1142,997,-108.44217293201767,108.44217293201767,"2,4",common_bus_N-2,2,418,0.0,0.0,0.0,0.0,0.0,1,11,207.79252653121947,1,0
1143,998,-100.1,100.1,13,N-1,1,797,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1144,999,-100.12355212355212,100.12355212355212,"11,12",common_bus_N-2,2,1832,0.0,0.0,0.0,0.0,0.0,1,3,6.97030975818634,1,0
1145,1000,-105.13235333573786,105.13235333573786,"4,9",common_bus_N-2,2,787,0.0,0.0,0.0,0.0,0.0,1,8,37.73824566006661,1,0
1146,1001,-101.35101111053703,101.35101111053703,5,N-1,1,1886,0.0,0.0,0.0,0.0,0.0,1,3,69.80358066558838,1,0
1147,1002,-103.05544664514917,103.05544664514917,12,N-1,1,931,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
1148,1003,-100.15212355212354,100.15212355212354,"12,18",common_bus_N-2,2,1374,0.0,0.0,0.0,0.0,0.0,1,3,10.17009973526001,1,0
1149,1004,-100.1,100.1,"2,5",common_bus_N-2,2,176,0.0,0.0,0.0,0.0,0.0,1,3,68.48845646381379,1,0
1150,1005,-101.03733517977712,101.03733517977712,"15,16",common_bus_N-2,2,29,0.0,0.0,0.0,0.0,0.0,1,3,10.786320340633395,0,0
1152,1006,-106.1492773430555,106.1492773430555,6,N-1,1,1756,0.0,0.0,0.0,0.0,0.0,2,7,31.38420295715332,1,0
1153,1007,-103.05544664514917,103.05544664514917,17,N-1,1,361,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
1154,1008,-106.13203982436492,106.13203982436492,"4,9",common_bus_N-2,2,1354,0.0,0.0,0.0,0.0,0.0,1,9,45.32496267557144,1,0
1155,1009,-100.1,100.1,0,N-1,1,1017,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1156,1010,-105.50183737042661,105.50183737042661,"1,6",common_bus_N-2,2,722,0.0,0.0,0.0,0.0,0.0,1,7,192.90196013450623,0,0
1157,1011,-100.1,100.1,"3,5",common_bus_N-2,2,672,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1158,1012,0.0,-0.0,15,N-1,1,1660,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
1159,1013,-0.1,0.1,12,N-1,1,1446,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1161,1014,-105.16026415102803,105.16026415102803,"14,16",common_bus_N-2,2,1376,0.0,0.0,0.0,0.0,0.0,2,6,42.229270017147066,0,0
1162,1015,-100.1,100.1,"16,19",common_bus_N-2,2,205,0.0,0.0,0.0,0.0,0.0,1,3,13.475581181049348,1,0
1163,1016,-105.45293023437648,105.45293023437648,"3,7",common_bus_N-2,2,47,0.0,0.0,0.0,0.0,0.0,1,8,131.9409738779068,1,0
1164,1017,-100.1,100.1,"13,14",common_bus_N-2,2,1238,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1165,1018,-105.39986942646158,105.39986942646158,"3,6",common_bus_N-2,2,282,0.0,0.0,0.0,0.0,0.0,1,7,124.84290225505829,0,0
1166,1019,-100.1,100.1,"15,17",common_bus_N-2,2,568,0.0,0.0,0.0,0.0,0.0,1,3,8.38769781589508,1,0
1167,1020,-104.5955263967058,104.5955263967058,2,N-1,1,910,0.0,0.0,0.0,0.0,0.0,1,6,162.9575987458229,1,0
1168,1021,-102.21988735018056,102.21988735018056,"5,8",common_bus_N-2,2,889,0.0,0.0,0.0,0.0,0.0,1,4,61.982153320312506,0,0
1169,1022,-103.61215068136157,103.61215068136157,2,N-1,1,1573,0.0,0.0,0.0,0.0,0.0,1,5,150.95266038179398,1,0
1170,1023,-105.21888750005883,105.21888750005883,"3,8",common_bus_N-2,2,1505,0.0,0.0,0.0,0.0,0.0,1,8,65.33451098203659,1,0
1171,1024,0.0,-0.0,"12,19",common_bus_N-2,2,552,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
1172,1025,-100.1,100.1,"10,17",common_bus_N-2,2,1491,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1174,1026,-107.18871078893869,107.18871078893869,14,N-1,1,537,0.0,0.0,0.0,0.0,0.0,2,8,49.00875095129013,1,0
1175,1027,-110.27012696451857,110.27012696451857,"7,8",common_bus_N-2,2,402,0.0,0.0,0.0,0.0,0.0,1,13,213.7646071434021,1,0
1176,1028,-100.1,100.1,11,N-1,1,294,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1177,1029,0.0,-0.0,16,N-1,1,265,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
1178,1030,-104.6117828533711,104.6117828533711,"2,4",common_bus_N-2,2,444,0.0,0.0,0.0,0.0,0.0,1,7,177.94314435720443,1,0
1179,1031,-102.22878131797312,102.22878131797312,"14,16",common_bus_N-2,2,1209,0.0,0.0,0.0,0.0,0.0,1,5,40.09801971912384,1,0
1180,1032,-100.0,100.0,"7,13",common_bus_N-2,2,1301,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
1181,1033,-100.1,100.1,"2,5",common_bus_N-2,2,336,0.0,0.0,0.0,0.0,0.0,1,3,77.22079968452454,1,0
1182,1034,-100.0,100.0,13,N-1,1,1442,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
1183,1035,-108.03546960844066,108.03546960844066,"9,12",common_bus_N-2,2,1359,0.0,0.0,0.0,0.0,0.0,1,11,56.19573974609375,1,0
1184,1036,-102.08013266932447,102.08013266932447,"5,7",common_bus_N-2,2,334,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
1185,1037,-104.02403217403615,104.02403217403615,"3,7",common_bus_N-2,2,1885,0.0,0.0,0.0,0.0,0.0,1,6,27.959367120265966,0,0
1186,1038,-104.14524359342306,104.14524359342306,"7,8",common_bus_N-2,2,1607,0.0,0.0,0.0,0.0,0.0,1,7,30.160554301738742,1,0
1187,1039,-102.08013266932447,102.08013266932447,12,N-1,1,483,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
1188,1040,-101.09501662508319,101.09501662508319,"14,15",common_bus_N-2,2,1881,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
1189,1041,-102.57623878666676,102.57623878666676,19,N-1,1,1522,0.0,0.0,0.0,0.0,0.0,1,4,135.02163517475128,1,0
1190,1042,-105.5705386996028,105.5705386996028,"3,5",common_bus_N-2,2,938,0.0,0.0,0.0,0.0,0.0,1,8,182.1173459172249,1,0
1191,1043,-100.38115647616785,100.38115647616785,"5,6",common_bus_N-2,2,424,0.0,0.0,0.0,0.0,0.0,1,3,90.82513353824616,1,0
1193,1044,-112.40595245913754,112.40595245913754,11,N-1,1,1323,0.0,0.0,0.0,0.0,0.0,2,14,154.22264610528947,2,0
1194,1045,-107.08708836658786,107.08708836658786,9,N-1,1,320,0.0,0.0,0.0,0.0,0.0,1,9,62.397013807296744,1,0
1196,1046,-103.18013266932446,103.18013266932446,"3,5",common_bus_N-2,2,929,0.0,0.0,0.0,0.0,0.0,2,6,0.0,2,0
1197,1047,-104.50878543938276,104.50878543938276,0,N-1,1,68,0.0,0.0,0.0,0.0,0.0,1,6,146.51457965373993,1,0
1198,1048,-101.45470094643683,101.45470094643683,"5,8",common_bus_N-2,2,1151,0.0,0.0,0.0,0.0,0.0,1,4,78.38852566480637,1,0
1199,1049,-102.2937268983144,102.2937268983144,"2,4",common_bus_N-2,2,1715,0.0,0.0,0.0,0.0,0.0,1,5,43.820949375629425,1,0
1200,1050,-0.1,0.1,15,N-1,1,4,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1201,1051,-105.02802206135873,105.02802206135873,"9,11",common_bus_N-2,2,1057,0.0,0.0,0.0,0.0,0.0,1,8,11.783089220523834,1,0
1202,1052,-105.4039162026581,105.4039162026581,"0,2",common_bus_N-2,2,1201,0.0,0.0,0.0,0.0,0.0,1,8,112.1807062625885,1,0
1203,1053,-104.2749891246178,104.2749891246178,"6,7",common_bus_N-2,2,1292,0.0,0.0,0.0,0.0,0.0,1,7,70.43178600072861,1,0
1204,1054,-100.1,100.1,13,N-1,1,945,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1205,1055,-104.56233654200469,104.56233654200469,"0,2",common_bus_N-2,2,1511,0.0,0.0,0.0,0.0,0.0,1,7,150.65258926153183,1,0
1206,1056,-107.47377440258718,107.47377440258718,"6,8",common_bus_N-2,2,433,0.0,0.0,0.0,0.0,0.0,1,10,195.2956375837326,1,0
1207,1057,-105.42192885137763,105.42192885137763,"8,15",common_bus_N-2,2,1262,0.0,0.0,0.0,0.0,0.0,1,8,129.52207350730896,1,0
1208,1058,-104.47590489717923,104.47590489717923,"6,9",common_bus_N-2,2,1628,0.0,0.0,0.0,0.0,0.0,1,7,102.25008208751679,1,0
1209,1059,-0.1,0.1,"3,5",common_bus_N-2,2,1058,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1210,1060,-103.20835207895222,103.20835207895222,16,N-1,1,1037,0.0,0.0,0.0,0.0,0.0,1,5,40.909927988052374,1,0
1211,1061,-100.15212355212354,100.15212355212354,"18,19",common_bus_N-2,2,738,0.0,0.0,0.0,0.0,0.0,1,3,15.179807424545288,1,0
1212,1062,-101.26644519651177,101.26644519651177,"14,15",common_bus_N-2,2,914,0.0,0.0,0.0,0.0,0.0,1,4,48.035174417495725,1,0
1213,1063,-110.29003986174116,110.29003986174116,"9,12",common_bus_N-2,2,974,0.0,0.0,0.0,0.0,0.0,1,13,216.7380313038826,1,0
1214,1064,-103.50339122352199,103.50339122352199,19,N-1,1,1239,0.0,0.0,0.0,0.0,0.0,1,5,126.00948762893677,1,0
1215,1065,-100.13474903474903,100.13474903474903,"10,17",common_bus_N-2,2,1591,0.0,0.0,0.0,0.0,0.0,1,3,9.051135778427124,1,0
1216,1066,-104.2816957219735,104.2816957219735,"5,7",common_bus_N-2,2,641,0.0,0.0,0.0,0.0,0.0,1,7,80.52548525333405,1,0
1217,1067,-101.09501662508319,101.09501662508319,17,N-1,1,1614,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1218,1068,-108.98873475473046,108.98873475473046,"9,12",common_bus_N-2,2,1299,0.0,0.0,0.0,0.0,0.0,1,12,78.26384270191193,1,0
1219,1069,-100.1,100.1,10,N-1,1,622,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1221,1070,-106.21170730358955,106.21170730358955,"5,7",common_bus_N-2,2,1419,0.0,0.0,0.0,0.0,0.0,2,9,19.444794034957887,2,0
1222,1071,-100.0,100.0,13,N-1,1,1564,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
1224,1072,-106.6035512485725,106.6035512485725,4,N-1,1,1248,0.0,0.0,0.0,0.0,0.0,2,7,166.86102418899537,1,0
1225,1073,-103.62569208516362,103.62569208516362,"2,4",common_bus_N-2,2,178,0.0,0.0,0.0,0.0,0.0,1,6,150.98393191099166,1,0
1226,1074,-100.1,100.1,"2,5",common_bus_N-2,2,43,0.0,0.0,0.0,0.0,0.0,1,3,70.781991147995,1,0
1227,1075,-105.42086191435948,105.42086191435948,"3,7",common_bus_N-2,2,904,0.0,0.0,0.0,0.0,0.0,1,8,122.84109663963318,1,0
1228,1076,-109.16234772139686,109.16234772139686,0,N-1,1,212,0.0,0.0,0.0,0.0,0.0,1,11,105.99341813325881,1,0
1229,1077,-0.1,0.1,12,N-1,1,831,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1231,1078,-102.19501662508318,102.19501662508318,5,N-1,1,845,0.0,0.0,0.0,0.0,0.0,2,4,0.0,2,0
1232,1079,-100.1,100.1,"9,12",common_bus_N-2,2,246,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1233,1080,-104.64276824979133,104.64276824979133,3,N-1,1,705,0.0,0.0,0.0,0.0,0.0,1,6,200.71145321130751,1,0
1234,1081,-108.47470013583013,108.47470013583013,"12,18",common_bus_N-2,2,678,0.0,0.0,0.0,0.0,0.0,1,11,222.56154942512512,1,0
1235,1082,-106.45232282475054,106.45232282475054,14,N-1,1,1872,0.0,0.0,0.0,0.0,0.0,1,8,147.28051376342773,1,0
1236,1083,-100.1,100.1,"0,1",common_bus_N-2,2,1314,0.0,0.0,0.0,0.0,0.0,1,3,114.01350784301758,1,0
1237,1084,-103.5916251096113,103.5916251096113,"0,3",common_bus_N-2,2,626,0.0,0.0,0.0,0.0,0.0,1,6,159.43384218215942,1,0
1238,1085,-104.11971255674528,104.11971255674528,"3,7",common_bus_N-2,2,305,0.0,0.0,0.0,0.0,0.0,1,7,25.96437766551972,1,0
1239,1086,-105.65679869202359,105.65679869202359,"1,4",common_bus_N-2,2,939,0.0,0.0,0.0,0.0,0.0,1,8,203.49520457983016,1,0
1240,1087,-101.98013266932448,101.98013266932448,"5,8",common_bus_N-2,2,1795,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0,0
1241,1088,-102.51363886907144,102.51363886907144,"1,4",common_bus_N-2,2,1344,0.0,0.0,0.0,0.0,0.0,1,5,99.20168608427048,1,0
1242,1089,-100.1,100.1,"8,15",common_bus_N-2,2,1280,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1244,1090,-109.40124312616189,109.40124312616189,"18,19",common_bus_N-2,2,1996,0.0,0.0,0.0,0.0,0.0,2,12,95.53858134746551,2,0
1245,1091,-104.07858504229664,104.07858504229664,9,N-1,1,1429,0.0,0.0,0.0,0.0,0.0,1,6,11.943972909450531,1,0
1246,1092,-102.04528562153934,102.04528562153934,7,N-1,1,1891,0.0,0.0,0.0,0.0,0.0,1,3,17.190827775001523,0,0
1248,1093,-106.04845335460716,106.04845335460716,18,N-1,1,955,0.0,0.0,0.0,0.0,0.0,2,7,9.990548467636103,1,0
1249,1094,-100.1,100.1,13,N-1,1,961,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1250,1095,-0.1,0.1,"8,16",common_bus_N-2,2,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1251,1096,0.0,-0.0,"8,15",common_bus_N-2,2,1920,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
1252,1097,-103.05544664514917,103.05544664514917,"5,6",common_bus_N-2,2,1775,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
1253,1098,-103.05544664514917,103.05544664514917,"18,19",common_bus_N-2,2,1547,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
1254,1099,-100.1,100.1,"13,14",common_bus_N-2,2,451,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1255,1100,-100.0,100.0,"16,19",common_bus_N-2,2,612,0.0,0.0,0.0,0.0,0.0,1,2,16.11555151939392,0,0
