num_total_first_lines,num_first_step_critical_lines,num_valid_n2_first_lines,num_valid_n2_paths,num_valid_n2_paths_with_first_step_positive_label,num_valid_n2_paths_with_first_step_negative_label,mean_p_first_for_valid_n2_first_lines,mean_p_first_for_first_step_critical_lines,mean_p_first_for_valid_critical_n2_first_lines,mean_p_first_for_valid_noncritical_n2_first_lines
186,10,176,32560,0,32560,0.11597006753805114,0.6474518120000001,0.11597006753805114,0.11597006753805114
