method,top_k_or_attempts_to_find_all,num_seeds,mean_critical_found,mean_recall_or_found_after_100,mean_runtime_seconds,notes
original_GCN_path_prob_smoke_baseline,1370,1,11.0,11.0,,"read from results\gcn_search\baseline_smoke_round2\rts79_search_efficiency_summary.csv; baseline truth and PIO smoke truth may differ, so do not force direct comparison"
PIO_GCN_Top20,20,10,0.6,0.25,3.541343069076538,smoke truth only; do not report as formal recall
PIO_GCN_Top50,50,10,1.9,0.8166666666666667,3.541343069076538,smoke truth only; do not report as formal recall
PIO_GCN_Top100,100,10,2.5,1.0,3.541343069076538,smoke truth only; do not report as formal recall
