top_k,num_seeds,mean_num_critical_found,std_num_critical_found,mean_runtime_seconds,mean_num_simulated_paths,notes,mean_smoke_recall,std_smoke_recall
20,10,0.6,0.66332495807108,3.541343069076538,20.0,smoke truth only; do not report as formal recall,0.25,0.2608745973749755
50,10,1.9,0.3,3.541343069076538,50.0,smoke truth only; do not report as formal recall,0.8166666666666667,0.24094720491334934
100,10,2.5,0.6708203932499369,3.541343069076538,100.0,smoke truth only; do not report as formal recall,1.0,0.0
