method,mean_found_after_20,mean_found_after_50,mean_found_after_100,mean_recall_at_20,mean_recall_at_50,mean_recall_at_100,mean_runtime_seconds,notes
physics_ce_mask,12.333333333333334,19.333333333333332,23.333333333333332,0.22163683773853263,0.3487693097862589,0.4209019793765556,0.5896763801574707,CE-only physics feature model with candidate mask
physics_loss_mask,12.0,19.0,23.333333333333332,0.21598712022440836,0.3427087037256529,0.42125162972620595,0.5863885879516602,original physics-informed loss model with candidate mask
physics_rank_loss_mask,12.333333333333334,19.333333333333332,24.0,0.22163683773853263,0.3487693097862589,0.43372249219706843,0.6060003439585367,physics-informed model with reachable pairwise ranking loss and candidate mask
paper_gcn_path_prob,5.666666666666667,7.0,8.0,0.10120303425388172,0.12497333175299279,0.1435048002844613,3.2966829935709634,original paper 4-feature GCN_path_prob baseline; weak model
LODF_yP,2.0,8.0,11.666666666666666,0.036241159969973534,0.1442653391805934,0.2098652759669709,1.9596707820892334,physical-rule ranking baseline
oracle,20.0,50.0,55.333333333333336,0.3624115996997353,0.9060289992493381,1.0,0.0005335807800292969,upper bound only
