split,total_accuracy,hit_rate,cover_rate,f1,true_positive,true_negative,false_positive,false_negative,precision,recall,pr_auc,mean_predicted_positive_probability,positive_prediction_rate_at_0.5,positive_prediction_rate_at_0.8,ranking_ap,mean_positive_score,mean_negative_score,positive_negative_score_gap,mean_physics_loss
validation,0.12990196078431374,0.1069182389937107,1.0,0.1931818181818182,85,21,710,0,0.1069182389937107,1.0,0.44016955241585265,0.7037737965583801,0.9742647058823529,0.23039215686274508,0.44016955241585265,0.8054183125495911,0.6919546723365784,0.1134636402130127,0.01804913952946663
