method,top_k,num_test_seeds,mean_total_critical_paths,mean_critical_found,std_critical_found,mean_critical_path_recall,std_critical_path_recall,mean_total_load_shed_found_mw,mean_runtime_seconds,notes
PIO_GCN_Top20,20,1,55.0,1.0,0.0,0.0181818181818181,0.0,82.39944368301173,22.22461771965027,full ordered N-2 truth; formal small RTS-79 experiment
PIO_GCN_Top50,50,1,55.0,3.0,0.0,0.0545454545454545,0.0,248.1777077800076,22.22461771965027,full ordered N-2 truth; formal small RTS-79 experiment
PIO_GCN_Top100,100,1,55.0,7.0,0.0,0.1272727272727272,0.0,546.4145271789262,22.22461771965027,full ordered N-2 truth; formal small RTS-79 experiment
