variant,init_type,train_steps,eval_split,eval_mode,mean_negative_return,p95_negative_return,mean_num_generations,mean_num_line_outages,mean_load_shed_MW,mean_load_shed_ratio,mean_num_proactive_actions,mean_num_invalid_actions,pf_failed_ratio,argmax_do_nothing_ratio,mean_prob_do_nothing,mean_entropy,mean_improvement_vs_do_nothing,median_improvement_vs_do_nothing,improved_scenario_ratio_vs_do_nothing,worse_scenario_ratio_vs_do_nothing
ppo_random_init,none,2048,test,deterministic,78.36826868901316,107.23333013528463,1.14,4.95,12.669115628659725,0.04891550435775956,1.14,0.0,0.76,0.0,0.056936513409018515,2.897843463420868,-3.183127100969949,-0.09999999999999432,0.27,0.73
ppo_random_init,none,2048,test,stochastic,87.87258042040473,108.08089715069009,1.12,5.43,14.611431361198425,0.05641479290038002,1.08,0.0,0.85,0.0,0.056936513409018515,2.897843463420868,-12.687438832361515,-0.1,0.24,0.74
ppo_do_nothing_init,do_nothing,2048,test,deterministic,75.1901415880432,109.17012452317752,1.2,4.75,15.783319732427596,0.06093945842636138,0.05,0.0,0.72,0.95,0.11095147967338562,2.877159769535065,-0.004999999999999716,0.0,0.0,0.05
ppo_do_nothing_init,do_nothing,2048,test,stochastic,87.1264958284362,108.01618381017389,1.06,5.64,18.88582253730297,0.0729182337347605,0.97,0.0,0.84,0.95,0.11095147967338562,2.877159769535065,-11.941354240392993,-0.1,0.22,0.72
ppo_oracle_bc_init,oracle_bc,2048,test,deterministic,100.1,100.1,1.0,2.69,0.3573026455640793,0.0013795468940698042,1.0,0.0,1,0.0,0.017212941572070123,2.2948613500595094,-24.91485841195679,2.8554466451491862,0.59,0.41
ppo_oracle_bc_init,oracle_bc,2048,test,stochastic,96.53968385817112,106.26275943428804,1.08,4.14,4.156612243235111,0.016048695919826685,1.08,0.0,0.95,0.0,0.017212941572070123,2.2948613500595094,-21.35454227012791,-0.09999999999999432,0.43,0.57
