method,top_k,num_paths,opa_is_critical_positive_count,mean_opa_total_load_shed_mw,dynamic_unstable_count,mean_dynamic_stress_score,stress_corr_with_opa_total_load_shed_mw,stress_corr_with_reranker_score,stress_corr_with_pio_score,stress_corr_with_lodf_score,summary_dynamic_precision_at_k,rank_depth_mean_stress_at_k
learned_mlp,50,48,7,11.028136164502284,0,0.10343153380936015,-0.06750694439066776,0.059937348363936466,0.059937348363936466,-0.06397594893500054,0.0,0.0997400190015217
learned_mlp,100,96,13,10.088380392420065,0,0.10397165815401012,-0.08287775241743395,-0.0084506594428178,-0.0084506594428178,0.046722113162072254,0.0,0.1039716581540101
pio_gcn,50,48,7,11.028136164502284,0,0.10343153380936015,-0.06750694439066776,0.059937348363936466,0.059937348363936466,-0.06397594893500054,0.0,0.0997400190015217
pio_gcn,100,96,13,10.088380392420065,0,0.10397165815401012,-0.08287775241743395,-0.0084506594428178,-0.0084506594428178,0.046722113162072254,0.0,0.1039716581540101
lodf,50,48,3,4.767685175189752,0,0.08562301756884383,0.039214423036995336,0.20013021955252652,0.20013021955252652,-0.2652030696572597,0.0,0.08868230825958
lodf,100,94,7,5.548716356211144,0,0.09493632756191474,-0.028822581752577354,0.018729499794126032,0.018729499794126032,-0.18692313879592384,0.0,0.0949363275619147
