gate_size,probes_per_second_line,promotion_min_positives,num_validation_scenarios,num_complete_subset_validation_path_labels,gate_critical_recall_mean,gate_critical_recall_std,gate_critical_recall_min,complete_subset_critical_recall_mean,complete_first_line_fraction_of_source_s1_mean,complete_first_line_fraction_of_system_mean,high_impact_line_recall_mean,high_impact_line_recall_min,num_promoted_second_lines_mean,estimated_n2_queries_mean,estimated_n2_queries_max,selection_feasible,minimum_mean_gate_recall,minimum_worst_gate_recall
26.0,5.0,1.0,8.0,108410.0,0.9800510633141858,0.022622172102528766,0.9306930693069307,0.7196202641559107,0.7325,0.39381720430107525,1.0,1.0,7.375,641.0,930.0,True,0.9,0.8
76.0,5.0,1.0,8.0,108410.0,0.9672214588969337,0.01309947608989922,0.9501039501039501,0.8837861459705342,0.7325,0.39381720430107525,1.0,1.0,10.75,1115.25,1260.0,True,0.9,0.8
