method,num_test_seeds,mean_total_critical_paths,mean_found_after_20,mean_found_after_50,mean_found_after_100,mean_recall_at_20,mean_recall_at_50,mean_recall_at_100,mean_runtime_seconds,notes
physics_ce_no_mask,3,55.333333333333336,12.333333333333334,19.333333333333332,23.333333333333332,0.22163683773853263,0.3487693097862589,0.4209019793765556,0.5552438100179037,physics features; CE-only; no candidate probability mask
physics_ce_mask,3,55.333333333333336,12.333333333333334,19.333333333333332,23.333333333333332,0.22163683773853263,0.3487693097862589,0.4209019793765556,0.6297810077667236,physics features; CE-only; candidate probability mask enabled
physics_loss_no_mask,3,55.333333333333336,12.0,19.0,23.333333333333332,0.21598712022440836,0.3427087037256529,0.42125162972620595,0.5732792218526205,physics features; physics-informed loss; no candidate probability mask
physics_loss_mask,3,55.333333333333336,12.0,19.0,23.333333333333332,0.21598712022440836,0.3427087037256529,0.42125162972620595,0.5773327350616455,physics features; physics-informed loss; candidate probability mask enabled
paper_gcn_path_prob,3,55.333333333333336,5.666666666666667,7.0,8.0,0.10120303425388172,0.12497333175299279,0.1435048002844613,3.288395643234253,original paper 4-feature GCN_path_prob; weak paper model if trained from smoke data
LODF_yP,3,55.333333333333336,2.0,8.0,11.666666666666666,0.036241159969973534,0.1442653391805934,0.2098652759669709,2.0913761456807456,physical-rule ranking baseline
random,3,55.333333333333336,0.6666666666666666,1.3333333333333333,3.0,0.012470862470862472,0.024592074592074593,0.05477262850144205,0.0007712046305338541,fixed random seed baseline
line_order,3,55.333333333333336,0.6666666666666666,1.6666666666666667,3.6666666666666665,0.011299435028248588,0.02942001501323535,0.06566117498320888,0.0003764629364013672,line-number order baseline
oracle,3,55.333333333333336,20.0,50.0,55.333333333333336,0.3624115996997353,0.9060289992493381,1.0,0.0012923876444498699,upper bound only; not deployable
